ppi,pDockQ,PPV,prot1,prot2,ipTM,iptm_ptm,pTM,pLDDT,pAE,ranking_confidence,LIS,LIA,inter_pae,inter_pae_select,iplddt_mean,iplddt_chain_a,iplddt_chain_b,ipae_mean,ipae_chain_b,ipae_chain_a,pdockq2_mean,non_struct_label,str_label,nonstr_label_name,str_label_name,is_homo
Q68CL5:Q8IUH5,0.08336229439312764,0.667,Q68CL5,Q8IUH5,0.15,0.224,0.52,67.72,21.879,0.3,0.0,0,29.963,12.0,56.114,27.145,85.084,0.14,0.131,0.148,0.009,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
Q6DKK2:Q8IWF9,0.2319411939915518,0.778,Q6DKK2,Q8IWF9,0.17,0.216,0.4,63.09,26.804,0.48,0.0,0,31.144,12.0,76.028,90.048,62.008,0.123,0.125,0.121,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q5U5X8:Q8N8D7,0.04614608452235771,0.636,Q5U5X8,Q8N8D7,0.19,0.216,0.32,48.24,28.655,0.58,0.0,0,30.828,12.0,56.909,49.412,64.407,0.191,0.165,0.217,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q6DKI2:Q8IUH5,0.2790396456664032,0.802,Q6DKI2,Q8IUH5,0.21,0.276,0.54,72.79,21.075,0.34,0.0,0,28.084,12.0,77.945,78.464,77.427,0.142,0.145,0.14,0.01,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
Q5VTE0:Q92499,0.18464057199526854,0.74,Q5VTE0,Q92499,0.19,0.228,0.38,74.17,23.324,0.25,0.0,0,28.825,12.0,61.091,49.322,72.86,0.122,0.124,0.119,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q5VTR2:Q6P1J9,0.23887429430872717,0.778,Q5VTR2,Q6P1J9,0.24,0.24,0.24,68.69,29.558,0.45,0.132,2019,31.101,10.421,79.587,82.559,76.614,0.297,0.274,0.321,0.019,1,-1,HINT-binary-HQ-LC,not found in same PDB complex,False
Q5VYX0:Q5VYX0,0.10102017835761491,0.686,Q5VYX0,Q5VYX0,0.12,0.202,0.53,86.46,16.647,0.2,0.0,0,28.886,12.0,70.259,70.067,70.45,0.126,0.126,0.125,0.01,1,1,HINT-binary-HQ-LC,direct physical interaction,True
Q5VZV1:Q5VZV1,0.33448820204753044,0.834,Q5VZV1,Q5VZV1,0.14,0.204,0.46,73.51,20.678,0.3,0.0,0,28.604,12.0,79.634,79.698,79.57,0.126,0.126,0.125,0.01,1,1,HINT-binary-HQ-LC,direct physical interaction,True
Q5VUJ9:Q9UL41,0.16958152459332546,0.73,Q5VUJ9,Q9UL41,0.18,0.198,0.27,61.92,27.555,0.39,0.046,13,30.588,11.442,69.348,58.783,79.912,0.165,0.145,0.186,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q5VZ72:Q9NS18,0.08233979414750713,0.667,Q5VZ72,Q9NS18,0.07,0.134,0.39,72.18,23.202,0.31,0.0,0,30.481,12.0,80.628,69.032,92.223,0.123,0.12,0.127,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q5TGY1:Q9UBQ0,0.22163909353674563,0.778,Q5TGY1,Q9UBQ0,0.81,0.752,0.52,64.43,22.225,0.85,0.263,2901,27.821,8.839,71.961,68.273,75.649,0.352,0.308,0.397,0.02,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
Q6B0B8:Q96A56,0.3682198906836084,0.855,Q6B0B8,Q96A56,0.54,0.53,0.49,63.03,24.433,0.74,0.39,8997,28.872,7.319,71.936,80.615,63.257,0.439,0.434,0.443,0.03,0,-1,non-interacting pairs,not found in same PDB complex,False
Q5VVQ6:Q5VVQ6,0.20642671914190008,0.759,Q5VVQ6,Q5VVQ6,0.13,0.172,0.34,70.88,25.003,0.26,0.0,0,29.677,12.0,73.756,73.981,73.532,0.138,0.138,0.137,0.01,1,1,HINT-binary-HQ-LC,direct physical interaction,True
Q9NX70:Q9Y2X0,0.16625910788098916,0.73,Q9NX70,Q9Y2X0,0.25,0.346,0.73,76.01,16.634,0.42,0.0,0,27.874,12.0,78.417,70.569,86.266,0.171,0.178,0.164,0.011,1,1,HINT-binary-HQ-LC,direct physical interaction,False
Q9UBZ9:Q9UI95,0.37558360970267163,0.855,Q9UBZ9,Q9UI95,0.85,0.758,0.39,58.2,27.106,0.95,0.376,31384,26.856,7.493,72.164,62.706,81.621,0.439,0.434,0.444,0.03,1,1,HINT-binary-HQ-LC,direct physical interaction,False
Q9UBZ9:Q9UNA4,0.3815166951937768,0.855,Q9UBZ9,Q9UNA4,0.25,0.268,0.34,59.21,28.439,0.27,0.274,1147,30.606,8.715,62.145,68.71,55.579,0.17,0.171,0.168,0.01,1,-1,HINT-binary-HQ-LC,not found in same PDB complex,False
Q9NX14:Q9Y6M9,0.035500095479909795,0.636,Q9NX14,Q9Y6M9,0.09,0.164,0.46,76.87,20.727,0.33,0.0,0,29.113,12.0,88.109,84.547,91.67,0.107,0.105,0.109,0.01,1,1,HINT-binary-HQ-LC,direct physical interaction,False
Q9HA38:Q9Y5J6,0.08038016414734492,0.667,Q9HA38,Q9Y5J6,0.07,0.092,0.18,58.01,28.105,0.37,0.0,0,31.257,12.0,77.595,72.212,82.978,0.101,0.099,0.104,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q9H3R5:Q9H3R5,0.5083968330344923,0.9,Q9H3R5,Q9H3R5,0.12,0.152,0.28,67.37,24.738,0.35,0.0,0,29.859,12.0,79.115,78.621,79.609,0.125,0.125,0.126,0.01,1,0,HINT-binary-HQ-LC,no physical interaction,True
Q9NX20:Q9P0M9,0.0,0.0,Q9NX20,Q9P0M9,0.07,0.162,0.53,80.72,20.478,0.3,0.0,0,30.743,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,1,1,HINT-binary-HQ-LC,direct physical interaction,False
Q9NPD3:Q9Y3B2,0.34339120299007453,0.834,Q9NPD3,Q9Y3B2,0.8,0.774,0.67,81.09,14.322,0.79,0.505,22648,19.717,5.936,84.584,87.362,81.805,0.765,0.755,0.776,0.248,1,0,HINT-binary-HQ-LC,no physical interaction,False
Q9UBY9:Q9UJY1,0.21588010729350018,0.759,Q9UBY9,Q9UJY1,0.46,0.452,0.42,58.88,24.471,0.72,0.404,11422,25.925,7.15,86.325,86.266,86.384,0.854,0.868,0.839,0.405,1,-1,HINT-binary-HQ-LC,not found in same PDB complex,False
Q9HB90:Q9UHA4,0.12700565421904644,0.706,Q9HB90,Q9UHA4,0.34,0.386,0.57,66.56,18.719,0.46,0.024,48,23.404,11.718,67.766,70.1,65.433,0.327,0.362,0.293,0.017,1,1,HINT-binary-HQ-LC,direct physical interaction,False
Q9HB90:Q9Y2Q5,0.26335160232510996,0.785,Q9HB90,Q9Y2Q5,0.29,0.346,0.57,70.9,19.382,0.42,0.0,0,26.343,12.0,72.069,61.549,82.589,0.164,0.152,0.177,0.011,1,1,HINT-binary-HQ-LC,direct physical interaction,False
Q9UBW8:Q9UNS2,0.19670537715598463,0.759,Q9UBW8,Q9UNS2,0.47,0.496,0.6,78.93,17.484,0.58,0.21,15600,22.463,9.479,91.569,92.247,90.89,0.826,0.816,0.835,0.446,1,1,HINT-binary-HQ-LC,direct physical interaction,False
Q9H8S9:Q9HA77,0.12706855223763538,0.706,Q9H8S9,Q9HA77,0.21,0.286,0.59,79.35,19.918,0.32,0.0,0,30.095,12.0,61.916,86.82,37.011,0.134,0.144,0.124,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q9NTM9:Q9Y2P4,0.20916518405448742,0.759,Q9NTM9,Q9Y2P4,0.12,0.214,0.59,80.84,19.259,0.24,0.0,0,30.684,12.0,87.398,91.425,83.371,0.101,0.1,0.101,0.01,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
Q9NR50:Q9UI10,0.32379167127321057,0.822,Q9NR50,Q9UI10,0.7,0.692,0.66,65.96,18.976,0.8,0.21,97332,20.776,9.475,69.684,58.976,80.392,0.543,0.568,0.518,0.05,1,1,HINT-binary-HQ-LC,direct physical interaction,False
Q9HB96:Q9NPI8,0.049802806168132666,0.636,Q9HB96,Q9NPI8,0.39,0.396,0.42,67.78,24.538,0.48,0.092,2866,28.776,10.894,78.78,80.285,77.274,0.578,0.589,0.567,0.071,1,0,HINT-binary-HQ-LC,no physical interaction,False
Q9H6T3:Q9NUG6,0.42940778187099327,0.878,Q9H6T3,Q9NUG6,0.27,0.27,0.27,64.75,27.669,0.43,0.0,0,29.876,12.0,77.27,79.807,74.732,0.125,0.115,0.135,0.01,1,-1,HINT-binary-HQ-LC,not found in same PDB complex,False
Q9H330:Q9NVU0,0.09735102904680845,0.667,Q9H330,Q9NVU0,0.16,0.198,0.35,63.8,28.031,0.35,0.0,0,30.998,12.0,68.376,62.201,74.552,0.11,0.112,0.108,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q9HB90:Q9P278,0.08980965393062644,0.667,Q9HB90,Q9P278,0.4,0.416,0.48,56.8,25.726,0.61,0.045,41,27.684,11.46,65.456,59.662,71.25,0.313,0.322,0.305,0.016,1,1,HINT-binary-HQ-LC,direct physical interaction,False
Q9NYB9:Q9P2A4,0.20323122945055858,0.759,Q9NYB9,Q9P2A4,0.23,0.238,0.27,63.53,28.704,0.55,0.054,1811,29.969,11.357,74.878,91.155,58.601,0.218,0.223,0.213,0.013,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
P28331:Q16795,0.13099415768406622,0.706,P28331,Q16795,0.22,0.308,0.66,84.5,16.777,0.34,0.0,0,27.729,12.0,85.998,91.873,80.122,0.146,0.15,0.142,0.011,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P08865:Q14152,0.0,0.0,P08865,Q14152,0.15,0.204,0.42,66.75,27.593,0.32,0.0,0,31.471,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P28331:P56556,0.16492385009025534,0.73,P28331,P56556,0.8,0.816,0.88,88.32,8.226,0.85,0.339,137590,11.624,7.93,94.904,96.28,93.528,0.962,0.951,0.973,0.817,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P08908:P08908,0.24549905142301248,0.778,P08908,P08908,0.34,0.376,0.52,66.37,20.861,0.53,0.0,0,25.523,12.0,80.726,80.788,80.664,0.235,0.238,0.232,0.015,1,0,HINT-binary-HQ-LC,no physical interaction,True
P28331:Q9UI09,0.3584455823327267,0.843,P28331,Q9UI09,0.81,0.822,0.87,89.59,8.148,0.87,0.288,135107,11.622,8.544,95.309,96.244,94.374,0.966,0.959,0.972,0.834,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P09001:Q9NRX2,0.2677704580078663,0.802,P09001,Q9NRX2,0.8,0.798,0.79,84.18,10.768,0.91,0.416,86470,11.658,7.01,93.096,94.39,91.803,0.941,0.927,0.954,0.729,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P28340:P39748,0.082279891353698,0.667,P28340,P39748,0.2,0.282,0.61,74.85,20.936,0.31,0.0,0,30.769,12.0,52.769,74.748,30.79,0.133,0.134,0.132,0.009,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P09001:Q9NWU5,0.020949678365229873,0.559,P09001,Q9NWU5,0.15,0.232,0.56,80.9,18.978,0.36,0.0,0,27.909,12.0,31.849,32.933,30.765,0.121,0.115,0.126,0.008,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P28340:P49005,0.5877101884416116,0.932,P28340,P49005,0.86,0.838,0.75,78.72,14.695,0.86,0.256,160120,18.032,8.931,81.661,83.964,79.359,0.829,0.818,0.839,0.294,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P09001:Q9NYK5,0.133935204330821,0.706,P09001,Q9NYK5,0.67,0.68,0.72,77.18,14.043,0.77,0.236,93570,16.584,9.173,88.064,87.503,88.625,0.878,0.889,0.867,0.484,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P28340:Q9HCU8,0.0891962256617319,0.667,P28340,Q9HCU8,0.29,0.374,0.71,75.37,16.584,0.4,0.0,0,27.637,12.0,59.123,63.618,54.628,0.247,0.27,0.224,0.012,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P09012:P0DJD3,0.3840694856602688,0.855,P09012,P0DJD3,0.23,0.232,0.24,50.01,29.323,0.57,0.0,0,30.544,12.0,79.421,90.486,68.355,0.187,0.195,0.179,0.012,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
P29033:Q9NSG2,0.029253312626645683,0.559,P29033,Q9NSG2,0.19,0.268,0.58,72.58,20.496,0.3,0.0,0,29.467,12.0,72.433,65.534,79.331,0.147,0.157,0.138,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P09038:P26022,0.11640473413785063,0.686,P09038,P26022,0.16,0.21,0.41,63.09,24.696,0.36,0.0,0,29.621,12.0,64.966,62.726,67.205,0.173,0.163,0.183,0.01,1,-1,HINT-binary-HQ-LC,not found in same PDB complex,False
P29353:Q99062,0.4381871919404251,0.878,P29353,Q99062,0.34,0.35,0.39,62.79,27.377,0.54,0.093,4171,29.773,10.881,66.742,56.919,76.565,0.181,0.176,0.185,0.011,1,-1,HINT-binary-HQ-LC,not found in same PDB complex,False
P09038:Q9BZZ5,0.1755096891365832,0.73,P09038,Q9BZZ5,0.33,0.378,0.57,70.8,21.366,0.53,0.077,32,27.546,11.07,72.567,57.162,87.972,0.307,0.308,0.305,0.018,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P29372:P29372,0.31413982233043697,0.812,P29372,P29372,0.13,0.188,0.42,68.54,22.999,0.32,0.0,0,29.411,12.0,79.119,79.376,78.861,0.131,0.132,0.131,0.01,1,1,HINT-binary-HQ-LC,direct physical interaction,True
P09132:P09132,0.11264087192658305,0.686,P09132,P09132,0.07,0.134,0.39,70.73,20.813,0.24,0.0,0,28.76,12.0,82.186,84.274,80.097,0.14,0.139,0.14,0.011,1,1,HINT-binary-HQ-LC,direct physical interaction,True
P29372:Q9BPX1,0.10790369316149714,0.686,P29372,Q9BPX1,0.13,0.204,0.5,76.72,19.861,0.29,0.0,0,28.636,12.0,66.947,65.9,67.994,0.148,0.149,0.147,0.01,1,-1,HINT-binary-HQ-LC,not found in same PDB complex,False
P09429:P62244,0.021085356914573583,0.559,P09429,P62244,0.06,0.12,0.36,69.84,24.216,0.23,0.0,0,31.024,12.0,62.752,40.915,84.59,0.116,0.11,0.122,0.009,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
P29373:P29373,0.32501998273382554,0.822,P29373,P29373,0.7,0.716,0.78,91.96,5.531,0.72,0.369,35322,8.176,7.57,86.517,86.478,86.556,0.887,0.886,0.887,0.47,1,1,HINT-binary-HQ-LC,direct physical interaction,True
P09601:Q96MV1,0.14371909511512093,0.714,P09601,Q96MV1,0.18,0.24,0.48,75.42,19.999,0.32,0.0,0,29.473,12.0,74.617,69.96,79.274,0.13,0.126,0.134,0.01,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
P29373:P30281,0.4395197818818921,0.878,P29373,P30281,0.64,0.66,0.74,80.51,11.336,0.72,0.188,39087,13.897,9.745,61.609,84.493,38.725,0.346,0.32,0.373,0.02,1,-1,HINT-binary-HQ-LC,not found in same PDB complex,False
P09693:Q01453,0.0858860361257394,0.667,P09693,Q01453,0.22,0.264,0.44,63.07,21.872,0.4,0.007,11,27.08,11.914,69.368,60.256,78.48,0.246,0.233,0.26,0.013,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
P29373:Q2TAA8,0.04975799959691521,0.636,P29373,Q2TAA8,0.14,0.194,0.41,75.73,24.469,0.23,0.0,0,30.613,12.0,76.795,69.226,84.364,0.165,0.148,0.182,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P09936:P0CG48,0.5586875397870646,0.916,P09936,P0CG48,0.43,0.414,0.35,78.35,26.22,0.41,0.0,0,29.134,12.0,77.247,74.971,79.522,0.176,0.183,0.168,0.011,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P29374:Q9HCU9,0.4424656858736133,0.878,P29374,Q9HCU9,0.44,0.404,0.26,53.97,30.067,0.73,0.45,5849,30.712,6.594,69.535,71.882,67.188,0.383,0.389,0.378,0.022,1,-1,HINT-binary-HQ-LC,not found in same PDB complex,False
P09936:P63279,0.14757787805999403,0.714,P09936,P63279,0.18,0.266,0.61,85.05,13.845,0.27,0.0,0,23.972,12.0,70.595,68.523,72.666,0.178,0.168,0.188,0.011,1,-1,HINT-binary-HQ-LC,not found in same PDB complex,False
P29375:P68431,0.3229017700140504,0.822,P29375,P68431,0.28,0.314,0.45,64.66,26.326,0.45,0.0,0,30.172,12.0,61.478,75.869,47.086,0.182,0.193,0.171,0.01,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P0C0S5:P0C0S5,0.07169330793933736,0.667,P0C0S5,P0C0S5,0.21,0.226,0.29,42.55,22.349,0.41,0.144,273,24.335,10.274,46.341,46.447,46.236,0.241,0.241,0.241,0.01,1,1,HINT-binary-HQ-LC,direct physical interaction,True
P29377:Q9H2A2,0.12642081685278528,0.706,P29377,Q9H2A2,0.1,0.226,0.73,79.41,12.736,0.23,0.0,0,29.675,12.0,77.21,67.398,87.022,0.115,0.115,0.115,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P0C0S5:P62805,0.5198809846753439,0.9,P0C0S5,P62805,0.57,0.57,0.57,65.64,16.852,0.77,0.456,11054,17.569,6.529,80.718,79.232,82.204,0.804,0.81,0.798,0.249,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P29401:Q71UI9,0.14833521628193394,0.714,P29401,Q71UI9,0.13,0.262,0.79,85.42,12.123,0.29,0.0,0,29.782,12.0,82.578,86.295,78.861,0.122,0.123,0.12,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P0C0S5:P68431,0.5230262732976368,0.9,P0C0S5,P68431,0.62,0.61,0.57,66.25,18.001,0.84,0.525,12767,19.049,5.701,81.868,82.061,81.674,0.876,0.879,0.872,0.364,1,1,HINT-binary-HQ-LC,direct physical interaction,False
O75558:Q86XW9,0.24209146593982608,0.778,O75558,Q86XW9,0.2,0.234,0.37,66.39,23.818,0.34,0.0,0,28.32,12.0,69.204,62.147,76.261,0.167,0.172,0.161,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P0C0S5:P84243,0.30860792166056383,0.812,P0C0S5,P84243,0.49,0.49,0.49,61.94,18.988,0.74,0.365,10894,20.294,7.615,74.163,73.081,75.244,0.71,0.717,0.703,0.115,1,1,HINT-binary-HQ-LC,direct physical interaction,False
O75604:P62987,0.6559232616971561,0.963,O75604,P62987,0.7,0.684,0.62,68.29,20.317,0.84,0.704,52470,19.343,3.554,89.285,90.703,87.867,0.899,0.889,0.909,0.553,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
P0C0S5:Q15906,0.46933061378790963,0.886,P0C0S5,Q15906,0.54,0.498,0.33,66.64,26.68,0.87,0.199,5825,27.774,9.616,83.438,84.282,82.593,0.535,0.547,0.523,0.067,1,1,HINT-binary-HQ-LC,direct physical interaction,False
O75596:Q9NV12,0.0689542843110631,0.636,O75596,Q9NV12,0.1,0.166,0.43,71.77,20.925,0.24,0.0,0,28.682,12.0,60.715,55.212,66.218,0.154,0.161,0.146,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P0C0S5:Q8IYW5,0.04685089624534447,0.636,P0C0S5,Q8IYW5,0.15,0.162,0.21,51.81,29.218,0.46,0.0,0,30.69,12.0,58.759,67.202,50.316,0.133,0.139,0.128,0.009,1,-1,HINT-binary-HQ-LC,not found in same PDB complex,False
O75608:O75608,0.47664226246348124,0.886,O75608,O75608,0.68,0.704,0.8,90.82,7.179,0.73,0.266,88442,10.51,8.809,87.757,87.502,88.012,0.701,0.703,0.699,0.201,1,1,HINT-binary-HQ-LC,direct physical interaction,True
P28300:Q9UBX5,0.27800170979839445,0.802,P28300,Q9UBX5,0.17,0.198,0.31,61.53,26.551,0.34,0.045,44,30.2,11.459,67.24,66.835,67.645,0.201,0.188,0.215,0.011,1,-1,HINT-binary-HQ-LC,not found in same PDB complex,False
O75631:P62081,0.094638592197674,0.667,O75631,P62081,0.28,0.316,0.46,72.42,20.941,0.43,0.0,0,26.397,12.0,79.476,76.132,82.82,0.274,0.266,0.282,0.017,0,-1,non-interacting pairs,not found in same PDB complex,False
P28331:P49821,0.612998896737852,0.94,P28331,P49821,0.86,0.864,0.88,87.24,9.054,0.9,0.386,505159,10.826,7.368,94.131,94.028,94.233,0.966,0.968,0.963,0.808,1,1,HINT-binary-HQ-LC,direct physical interaction,False
O75610:Q8IWZ6,0.14016995340611285,0.714,O75610,Q8IWZ6,0.19,0.272,0.6,76.48,19.696,0.3,0.0,0,29.197,12.0,72.274,69.702,74.847,0.122,0.122,0.122,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P28331:P56181,0.47635176176558125,0.886,P28331,P56181,0.13,0.262,0.79,82.7,12.911,0.34,0.0,0,30.635,12.0,81.428,93.789,69.066,0.113,0.116,0.11,0.01,1,1,HINT-binary-HQ-LC,direct physical interaction,False
O75603:Q9UBR4,0.3340009102991665,0.834,O75603,Q9UBR4,0.32,0.312,0.28,51.96,28.827,0.63,0.4,2423,30.692,7.198,67.949,59.235,76.663,0.538,0.555,0.521,0.043,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
O75607:Q5GH76,0.04333228250387267,0.636,O75607,Q5GH76,0.19,0.246,0.47,58.92,24.488,0.43,0.0,0,29.726,12.0,71.754,86.202,57.305,0.201,0.192,0.21,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
O75715:Q6NXT4,0.09502146955423367,0.667,O75715,Q6NXT4,0.15,0.202,0.41,63.34,23.4,0.33,0.0,0,28.851,12.0,64.212,71.721,56.703,0.129,0.122,0.136,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O75787:Q15904,0.5126838625818103,0.9,O75787,Q15904,0.61,0.592,0.52,71.86,21.012,0.7,0.319,77070,22.589,8.175,78.649,79.167,78.13,0.79,0.776,0.804,0.21,1,1,HINT-binary-HQ-LC,direct physical interaction,False
O75683:Q6NXT4,0.0,0.0,O75683,Q6NXT4,0.09,0.142,0.35,61.42,27.451,0.39,0.0,0,31.494,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
O75663:O75663,0.2485532460265234,0.785,O75663,O75663,0.12,0.19,0.47,76.63,19.529,0.24,0.0,0,28.835,12.0,74.529,76.844,72.214,0.122,0.124,0.121,0.01,1,1,HINT-binary-HQ-LC,direct physical interaction,True
O75570:P20061,0.17404911437725512,0.73,O75570,P20061,0.25,0.286,0.43,68.57,22.93,0.33,0.0,0,28.298,12.0,62.228,52.284,72.172,0.18,0.189,0.17,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O75792:O75792,0.018258893561979524,0.559,O75792,O75792,0.22,0.278,0.51,80.05,17.837,0.36,0.0,0,26.333,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,1,1,HINT-binary-HQ-LC,direct physical interaction,True
O75636:O75636,0.3065442449984916,0.812,O75636,O75636,0.18,0.232,0.44,74.28,21.485,0.37,0.079,46,27.318,11.049,76.766,76.491,77.041,0.212,0.212,0.212,0.013,1,1,HINT-binary-HQ-LC,direct physical interaction,True
O75628:Q5SRI9,0.2945780218037739,0.802,O75628,Q5SRI9,0.35,0.388,0.54,69.39,22.11,0.53,0.127,4674,29.205,10.479,73.744,60.161,87.327,0.274,0.278,0.27,0.016,0,-1,non-interacting pairs,not found in same PDB complex,False
O75593:Q15796,0.4234529619080592,0.871,O75593,Q15796,0.59,0.564,0.46,61.85,24.662,0.75,0.507,12393,28.625,5.913,75.66,63.983,87.337,0.655,0.673,0.636,0.111,1,-1,HINT-binary-HQ-LC,not found in same PDB complex,False
O75629:O75629,0.7121473034444274,0.981,O75629,O75629,0.79,0.79,0.79,82.44,11.926,0.89,0.752,61700,12.367,2.978,98.833,98.841,98.826,0.991,0.991,0.991,0.959,1,1,HINT-binary-HQ-LC,direct physical interaction,True
O75628:O75628,0.10750354662598016,0.686,O75628,O75628,0.15,0.19,0.35,54.38,25.331,0.37,0.0,0,29.306,12.0,61.119,61.738,60.499,0.218,0.219,0.217,0.011,1,1,HINT-binary-HQ-LC,direct physical interaction,True
O75711:P62263,0.056633461100889376,0.636,O75711,P62263,0.13,0.192,0.44,62.37,20.078,0.34,0.007,4,26.184,11.913,67.443,55.433,79.453,0.154,0.15,0.157,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q6PKH6:Q92685,0.045070359667681956,0.636,Q6PKH6,Q92685,0.17,0.264,0.64,81.94,16.555,0.31,0.0,0,27.131,12.0,67.036,52.201,81.871,0.149,0.151,0.146,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q6NXT6:Q86YD3,0.18790329299129557,0.74,Q6NXT6,Q86YD3,0.18,0.236,0.46,61.07,25.248,0.42,0.0,0,29.924,12.0,67.948,68.508,67.387,0.157,0.156,0.157,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q6PHW0:Q86WT6,0.07037837622458702,0.667,Q6PHW0,Q86WT6,0.11,0.178,0.45,75.82,23.164,0.27,0.0,0,30.657,12.0,75.527,69.428,81.626,0.107,0.106,0.108,0.009,1,-1,HINT-binary-HQ-LC,not found in same PDB complex,False
Q6P1J9:Q8WVC0,0.019821002123023197,0.559,Q6P1J9,Q8WVC0,0.12,0.142,0.23,56.04,30.013,0.17,0.0,0,31.611,12.0,61.26,82.72,39.8,0.093,0.094,0.093,0.009,1,0,HINT-binary-HQ-LC,no physical interaction,False
Q6PCB6:Q9Y271,0.08265738633719068,0.667,Q6PCB6,Q9Y271,0.16,0.222,0.47,71.91,20.563,0.3,0.0,0,29.161,12.0,59.471,78.15,40.792,0.145,0.152,0.138,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q6P1J9:Q92541,0.05380081558131758,0.636,Q6P1J9,Q92541,0.12,0.142,0.23,61.99,29.725,0.22,0.0,0,31.549,12.0,74.602,90.979,58.224,0.092,0.091,0.092,0.009,1,0,HINT-binary-HQ-LC,no physical interaction,False
Q6PL45:Q96BA8,0.1652519335668775,0.73,Q6PL45,Q96BA8,0.27,0.272,0.28,55.72,28.436,0.61,0.0,0,30.434,12.0,70.341,82.01,58.672,0.171,0.207,0.136,0.011,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
Q6P2C0:Q8N8D7,0.04277184194286566,0.636,Q6P2C0,Q8N8D7,0.5,0.506,0.53,67.52,21.703,0.61,0.216,4976,27.31,9.407,77.145,70.82,83.47,0.641,0.667,0.615,0.101,0,-1,non-interacting pairs,not found in same PDB complex,False
Q6PIF2:Q9BXU0,0.34644289087383334,0.843,Q6PIF2,Q9BXU0,0.43,0.424,0.4,61.4,23.466,0.78,0.236,6947,25.068,9.167,91.565,93.439,89.691,0.62,0.578,0.662,0.157,1,1,HINT-binary-HQ-LC,direct physical interaction,False
Q6P1J9:Q9GZS3,0.2052609197145124,0.759,Q6P1J9,Q9GZS3,0.42,0.424,0.44,72.7,24.448,0.53,0.177,6721,29.357,9.882,77.43,66.704,88.156,0.408,0.423,0.393,0.032,1,0,HINT-binary-HQ-LC,no physical interaction,False
Q6P1S2:Q8N565,0.10291372102355346,0.686,Q6P1S2,Q8N565,0.15,0.2,0.4,59.58,23.442,0.35,0.0,0,28.057,12.0,54.526,48.591,60.46,0.146,0.135,0.157,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
