ppi,pDockQ,PPV,prot1,prot2,ipTM,iptm_ptm,pTM,pLDDT,pAE,ranking_confidence,LIS,LIA,inter_pae,inter_pae_select,LIA_std,LIA_median,LIA_top5_avg,LIA_top10_avg,LIA_percentage,SLIRS,SLIRS_area,SLIRS_std,SLIRS_median,SLIRS_top5_avg,SLIRS_top10_avg,SLIRS_percentage,SC_LIS,SC_LIS_area,ICS_bin,ICS_log,mean_interface,compactness,total_interface_weight,LIP,PWID,ZIES,global_mean,global_std,interface_mean_z,ZCP,iplddt_mean,iplddt_chain_a,iplddt_chain_b,ipae_mean,ipae_chain_b,ipae_chain_a,pdockq2_mean,non_struct_label,str_label,nonstr_label_name,str_label_name,is_homo
Q5T1J5:Q6P093,0.20069569786109417,0.759,Q5T1J5,Q6P093,0.28,0.368,0.72,79.6,15.761,0.48,0.0,0,28.842,12.0,0.0,0.0,0.0,0.0,0.0,0.002,259.229,0.006,0.0,0.169,0.15,0.214,0.0,0.0,0.0,0.0,0.002,0.0,240.529,0.0,0.0,-1.012,0.018,0.129,-0.137,-0.137,86.073,75.54,96.605,0.194,0.166,0.221,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
P62280:P83731,0.0,0.0,P62280,P83731,0.04,0.122,0.45,82.69,22.038,0.35,0.0,0,31.601,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.951,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,-0.665,0.026,0.153,-0.172,-0.172,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
Q5T442:Q6TGC4,0.09151113681718606,0.667,Q5T442,Q6TGC4,0.21,0.282,0.57,66.45,22.13,0.39,0.0,0,29.372,12.0,0.0,0.0,0.0,0.0,0.0,0.001,474.609,0.003,0.0,0.066,0.063,0.078,0.0,0.0,0.0,0.0,0.001,0.0,486.458,0.0,0.0,-0.631,0.009,0.084,-0.107,-0.107,68.908,71.454,66.361,0.188,0.202,0.173,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P62280:P83881,0.03335018938545389,0.636,P62280,P83881,0.58,0.602,0.69,89.24,9.897,0.76,0.257,16180,13.727,8.922,0.18,0.225,0.782,0.772,48.304,0.56,18746.353,0.404,0.57,1.189,1.188,55.966,0.432,14460.272,1.0,0.375,0.472,0.795,15799.001,2.355,0.056,-0.521,0.032,0.17,-0.188,-0.188,94.046,95.54,92.553,0.916,0.907,0.925,0.695,-1,0,unclear (exclude for analysis),no physical interaction,False
Q5T4W7:Q5T4W7,0.6902897720169906,0.981,Q5T4W7,Q5T4W7,0.48,0.478,0.47,61.25,23.996,0.76,0.621,20639,24.895,4.549,0.219,0.692,0.923,0.92,21.321,0.24,23192.432,0.454,0.0,1.195,1.195,23.959,0.183,17693.664,1.0,0.201,0.207,0.973,20032.454,5.256,0.079,-0.054,0.018,0.127,-0.116,-0.116,93.345,93.38,93.31,0.94,0.94,0.94,0.733,1,1,HINT-binary-HQ-LC,direct physical interaction,True
P62304:P83369,0.5070155329340168,0.9,P62304,P83369,0.75,0.686,0.43,66.33,24.637,0.97,0.444,15167,23.884,6.676,0.211,0.483,0.857,0.849,22.897,0.247,16338.209,0.43,0.0,1.193,1.193,24.665,0.184,12191.562,1.0,0.203,0.218,0.93,14470.051,5.193,0.052,0.088,0.018,0.121,-0.131,-0.131,91.893,94.057,89.729,0.872,0.876,0.867,0.548,1,0,HINT-binary-HQ-LC,no physical interaction,False
Q5T700:Q96F15,0.12869837028555614,0.706,Q5T700,Q96F15,0.11,0.186,0.49,72.65,21.423,0.3,0.0,0,29.595,12.0,0.0,0.0,0.0,0.0,0.0,0.0,43.383,0.001,0.0,0.015,0.015,0.034,0.0,0.0,0.0,0.0,0.0,0.0,42.1,0.0,0.0,-0.664,0.019,0.129,-0.141,-0.141,76.622,69.449,83.795,0.139,0.134,0.144,0.01,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
P62304:P83876,0.04929786213925662,0.636,P62304,P83876,0.17,0.226,0.45,73.3,19.195,0.26,0.0,0,29.293,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.505,0.002,0.0,0.053,0.046,0.033,0.0,0.0,0.0,0.0,0.0,0.0,9.165,0.0,0.0,-0.787,0.042,0.179,-0.227,-0.227,76.368,85.793,66.943,0.161,0.168,0.154,0.011,-1,0,unclear (exclude for analysis),no physical interaction,False
Q5T752:Q6L8H2,0.0,0.0,Q5T752,Q6L8H2,0.05,0.062,0.11,37.48,29.077,0.56,0.0,0,31.434,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.823,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,3.35,0.0,0.0,-0.219,0.017,0.114,-0.148,-0.148,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
P62304:Q2TAY7,0.18307650050373217,0.74,P62304,Q2TAY7,0.22,0.29,0.57,80.57,18.862,0.3,0.0,0,27.406,12.0,0.0,0.0,0.0,0.0,0.0,0.004,370.308,0.016,0.0,0.338,0.315,0.392,0.0,0.0,0.0,0.0,0.004,0.0,414.686,0.0,0.0,-0.755,0.017,0.125,-0.132,-0.132,69.528,51.142,87.914,0.229,0.23,0.228,0.013,-1,0,unclear (exclude for analysis),no physical interaction,False
Q5T871:Q9BYQ6,0.0,0.0,Q5T871,Q9BYQ6,0.05,0.064,0.12,36.25,27.677,0.43,0.0,0,31.263,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.362,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,2.579,0.0,0.0,-0.248,0.023,0.126,-0.179,-0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
P62306:P62306,0.42183373222735493,0.871,P62306,P62306,0.65,0.664,0.72,81.66,9.738,0.78,0.377,10095,12.377,7.473,0.136,0.392,0.725,0.708,68.246,0.717,10603.685,0.465,0.98,1.185,1.183,71.685,0.573,8479.115,1.0,0.602,0.623,0.967,9210.452,4.825,0.119,-0.192,0.057,0.22,-0.229,-0.229,88.7,93.947,83.454,0.733,0.717,0.748,0.26,1,1,HINT-binary-HQ-LC,direct physical interaction,True
Q5TA79:Q9BYR7,0.019492522341833757,0.559,Q5TA79,Q9BYR7,0.06,0.076,0.14,40.62,26.424,0.36,0.0,0,30.462,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.764,0.0,0.0,0.004,0.003,0.008,0.0,0.0,0.0,0.0,0.0,0.0,3.486,0.0,0.0,-0.31,0.037,0.143,-0.226,-0.226,38.524,39.041,38.006,0.139,0.143,0.134,0.008,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
P62306:P62308,0.5387986411267631,0.91,P62306,P62308,0.84,0.84,0.84,88.12,5.983,0.93,0.701,10893,6.664,3.59,0.188,0.767,0.925,0.925,83.331,0.956,12496.803,0.411,1.183,1.195,1.195,95.6,0.736,9625.716,1.0,0.805,0.818,0.983,10698.903,4.405,0.369,-0.052,0.062,0.233,-0.225,-0.225,96.583,96.026,97.141,0.97,0.977,0.964,0.872,1,1,HINT-binary-HQ-LC,direct physical interaction,False
O75554:O75554,0.4728670862878841,0.886,O75554,O75554,0.15,0.16,0.2,47.36,29.577,0.48,0.0,0,30.687,12.0,0.0,0.0,0.0,0.0,0.0,0.001,225.906,0.006,0.0,0.213,0.208,0.08,0.0,0.0,0.0,0.0,0.001,0.0,236.118,0.0,0.0,-0.201,0.009,0.087,-0.098,-0.098,75.71,75.293,76.127,0.198,0.198,0.198,0.012,0,0,non-interacting pairs,no physical interaction,True
P62306:P62314,0.40117957226231127,0.871,P62306,P62314,0.54,0.55,0.59,73.63,16.367,0.7,0.127,5192,19.503,10.482,0.102,0.117,0.628,0.595,25.366,0.296,6049.45,0.328,0.156,1.172,1.165,29.556,0.208,4248.868,1.0,0.172,0.263,0.655,5379.333,4.552,0.014,-0.374,0.044,0.194,-0.204,-0.204,91.652,92.322,90.981,0.607,0.555,0.66,0.147,1,1,HINT-binary-HQ-LC,direct physical interaction,False
O75554:P62316,0.04772436170223521,0.636,O75554,P62316,0.12,0.14,0.22,53.57,28.34,0.22,0.0,0,30.67,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.994,0.0,0.0,0.006,0.005,0.01,0.0,0.0,0.0,0.0,0.0,0.0,10.653,0.0,0.0,-0.285,0.015,0.11,-0.135,-0.135,58.779,35.723,81.836,0.103,0.098,0.109,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
P62306:P83369,0.5464380074366896,0.916,P62306,P83369,0.83,0.758,0.47,67.61,23.781,1.05,0.521,16355,22.06,5.743,0.247,0.592,0.905,0.899,26.413,0.29,17939.573,0.46,0.0,1.195,1.195,28.972,0.214,13258.333,1.0,0.239,0.256,0.935,15833.731,4.885,0.078,0.142,0.018,0.123,-0.128,-0.128,92.981,94.655,91.307,0.832,0.833,0.832,0.485,1,1,HINT-binary-HQ-LC,direct physical interaction,False
O75554:P62314,0.21510957594365723,0.759,O75554,P62314,0.1,0.122,0.21,56.81,28.818,0.44,0.0,0,31.105,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.741,0.0,0.0,0.002,0.002,0.008,0.0,0.0,0.0,0.0,0.0,0.0,7.457,0.0,0.0,-0.286,0.014,0.109,-0.127,-0.127,76.726,81.955,71.498,0.115,0.108,0.123,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P62306:P83876,0.11935764903574238,0.686,P62306,P83876,0.06,0.148,0.5,72.57,17.966,0.2,0.0,0,28.06,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9.946,0.0,0.0,0.003,0.003,0.041,0.0,0.0,0.0,0.0,0.0,0.0,10.597,0.0,0.0,-0.818,0.044,0.183,-0.227,-0.227,69.946,84.316,55.576,0.143,0.14,0.147,0.01,1,0,HINT-binary-HQ-LC,no physical interaction,False
O75554:P62318,0.0,0.0,O75554,P62318,0.07,0.1,0.22,57.76,28.986,0.43,0.0,0,31.471,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.796,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,5.668,0.0,0.0,-0.282,0.015,0.109,-0.134,-0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P62306:Q2TAY7,0.13604537959411986,0.706,P62306,Q2TAY7,0.18,0.258,0.57,81.08,18.372,0.28,0.0,0,28.607,12.0,0.0,0.0,0.0,0.0,0.0,0.001,52.488,0.001,0.0,0.016,0.015,0.059,0.0,0.0,0.0,0.0,0.001,0.0,51.309,0.0,0.0,-0.788,0.018,0.126,-0.135,-0.135,84.171,78.422,89.92,0.145,0.145,0.145,0.011,-1,0,unclear (exclude for analysis),no physical interaction,False
O75521:P34910,0.16420852328312935,0.73,O75521,P34910,0.18,0.222,0.39,55.24,27.17,0.52,0.0,0,30.859,12.0,0.0,0.0,0.0,0.0,0.0,0.0,174.846,0.004,0.0,0.108,0.101,0.05,0.0,0.0,0.0,0.0,0.001,0.0,206.903,0.0,0.0,-0.366,0.009,0.091,-0.096,-0.096,65.304,90.708,39.9,0.175,0.181,0.169,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P62308:P62318,0.5790186188475143,0.924,P62308,P62318,0.86,0.832,0.72,80.27,12.775,0.95,0.688,11977,12.609,3.738,0.187,0.75,0.925,0.925,62.537,0.718,13745.352,0.546,1.088,1.195,1.195,71.77,0.559,10697.127,1.0,0.604,0.614,0.983,11763.65,4.569,0.268,0.028,0.048,0.204,-0.196,-0.196,96.769,97.479,96.06,0.97,0.966,0.975,0.875,1,1,HINT-binary-HQ-LC,direct physical interaction,False
O75558:O75558,0.6643549810123935,0.981,O75558,O75558,0.5,0.496,0.48,60.92,22.309,0.64,0.479,28225,23.37,6.253,0.244,0.5,0.875,0.872,17.133,0.178,29345.096,0.364,0.0,1.194,1.194,17.813,0.124,20411.766,1.0,0.153,0.168,0.908,27699.482,5.517,0.045,-0.077,0.017,0.119,-0.116,-0.116,84.085,84.145,84.025,0.809,0.809,0.809,0.297,1,-1,HINT-binary-HQ-LC,not found in same PDB complex,True
P68871:P68871,0.4597403283570487,0.886,P68871,P68871,0.79,0.796,0.82,81.53,6.779,0.8,0.515,34593,8.096,5.82,0.193,0.55,0.875,0.871,80.043,0.827,35742.192,0.375,0.973,1.194,1.194,82.702,0.599,25879.943,1.0,0.74,0.768,0.963,33184.336,4.235,0.219,-0.198,0.037,0.181,-0.191,-0.191,92.486,92.506,92.466,0.952,0.953,0.952,0.741,1,1,HINT-binary-HQ-LC,direct physical interaction,True
P82663:P82664,0.020031932496210488,0.559,P82663,P82664,0.23,0.28,0.48,77.4,18.962,0.45,0.0,0,24.922,12.0,0.0,0.0,0.0,0.0,0.0,0.008,538.85,0.012,0.003,0.156,0.146,0.775,0.0,0.0,0.0,0.0,0.007,0.0,489.117,0.0,0.0,-0.692,0.022,0.141,-0.159,-0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
O75554:P83876,0.13236846411617406,0.706,O75554,P83876,0.42,0.396,0.3,59.54,27.531,0.68,0.047,20,30.307,11.44,0.084,0.054,0.22,0.154,0.019,0.002,190.913,0.016,0.0,0.831,0.754,0.179,0.0,14.285,1.0,0.0,0.002,0.068,185.445,1.011,0.0,-0.351,0.015,0.111,-0.13,-0.13,79.3,70.013,88.586,0.274,0.234,0.314,0.016,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P82663:P82673,0.06743596747957889,0.636,P82663,P82673,0.1,0.18,0.5,79.77,20.389,0.3,0.0,0,30.07,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16.485,0.0,0.0,0.001,0.001,0.015,0.0,0.0,0.0,0.0,0.0,0.0,15.417,0.0,0.0,-0.779,0.017,0.124,-0.136,-0.136,90.595,89.039,92.152,0.105,0.104,0.106,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
O75530:O75530,0.45955073093569637,0.886,O75530,O75530,0.16,0.222,0.47,78.89,21.194,0.31,0.0,0,30.297,12.0,0.0,0.0,0.0,0.0,0.0,0.0,59.767,0.0,0.0,0.014,0.012,0.015,0.0,0.0,0.0,0.0,0.0,0.0,59.765,0.0,0.0,-0.711,0.012,0.103,-0.109,-0.109,75.413,73.422,77.405,0.127,0.127,0.127,0.01,1,1,HINT-binary-HQ-LC,direct physical interaction,True
P82663:P82912,0.0,0.0,P82663,P82912,0.05,0.12,0.4,77.01,22.017,0.3,0.0,0,31.505,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.858,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,3.916,0.0,0.0,-0.705,0.025,0.147,-0.171,-0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
O75530:Q8N4S9,0.44510234075683686,0.878,O75530,Q8N4S9,0.31,0.336,0.44,64.2,25.14,0.5,0.0,0,29.307,12.0,0.0,0.0,0.0,0.0,0.0,0.001,463.301,0.007,0.0,0.345,0.334,0.094,0.0,0.0,0.0,0.0,0.001,0.0,516.508,0.0,0.0,-0.458,0.01,0.088,-0.098,-0.098,62.118,89.59,34.646,0.177,0.195,0.159,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P82663:P82921,0.047979062827669436,0.636,P82663,P82921,0.07,0.154,0.49,82.44,17.872,0.29,0.0,0,29.761,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,0.0,0.0,0.001,0.001,0.017,0.0,0.0,0.0,0.0,0.0,0.0,4.631,0.0,0.0,-0.918,0.033,0.172,-0.19,-0.19,89.748,87.701,91.796,0.106,0.105,0.108,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
O75525:P15880,0.03002213166116234,0.636,O75525,P15880,0.08,0.14,0.38,66.69,25.947,0.21,0.0,0,31.271,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.254,0.0,0.0,0.001,0.001,0.006,0.0,0.0,0.0,0.0,0.0,0.0,13.506,0.0,0.0,-0.461,0.014,0.107,-0.132,-0.132,57.987,85.493,30.48,0.113,0.129,0.098,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O75554:P62306,0.33594696871841334,0.834,O75554,P62306,0.27,0.258,0.21,54.96,28.397,0.56,0.0,0,30.123,12.0,0.0,0.0,0.0,0.0,0.0,0.001,40.539,0.004,0.0,0.1,0.092,0.063,0.0,0.0,0.0,0.0,0.001,0.0,40.827,0.0,0.0,-0.289,0.016,0.113,-0.128,-0.128,81.282,80.856,81.709,0.164,0.125,0.202,0.011,-1,0,unclear (exclude for analysis),no physical interaction,False
O75554:P62308,0.2122315485805971,0.759,O75554,P62308,0.32,0.298,0.21,56.97,28.254,0.45,0.01,9,30.058,11.878,0.011,0.017,0.028,0.02,0.016,0.004,201.671,0.026,0.0,0.597,0.58,0.353,0.0,6.707,1.0,0.0,0.003,0.025,188.184,0.865,0.0,-0.28,0.016,0.114,-0.132,-0.132,83.34,76.728,89.953,0.218,0.144,0.292,0.014,-1,0,unclear (exclude for analysis),no physical interaction,False
O75554:Q2TAY7,0.03491927610527906,0.636,O75554,Q2TAY7,0.13,0.188,0.42,70.5,25.742,0.36,0.0,0,31.374,12.0,0.0,0.0,0.0,0.0,0.0,0.0,25.068,0.0,0.0,0.014,0.011,0.006,0.0,0.0,0.0,0.0,0.0,0.0,28.427,0.0,0.0,-0.457,0.011,0.093,-0.11,-0.11,72.47,56.224,88.716,0.157,0.144,0.169,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
O75530:Q15910,0.7131992305379138,0.981,O75530,Q15910,0.82,0.804,0.74,74.0,17.104,0.93,0.426,283893,17.299,6.892,0.209,0.442,0.903,0.902,43.147,0.468,307785.151,0.488,0.226,1.195,1.195,46.778,0.359,236243.147,1.0,0.38,0.414,0.918,272553.669,5.699,0.093,0.002,0.008,0.084,-0.088,-0.088,91.201,91.615,90.787,0.903,0.896,0.909,0.601,1,1,HINT-binary-HQ-LC,direct physical interaction,False
O75558:Q2MJR0,0.21240393264672197,0.759,O75558,Q2MJR0,0.57,0.556,0.5,58.79,23.502,0.74,0.287,28933,24.538,8.554,0.165,0.283,0.755,0.748,12.294,0.126,29538.145,0.284,0.0,1.178,1.177,12.551,0.087,20554.979,1.0,0.1,0.123,0.81,28902.294,5.215,0.016,-0.134,0.012,0.101,-0.116,-0.116,72.379,75.118,69.64,0.622,0.629,0.616,0.069,0,-1,non-interacting pairs,not found in same PDB complex,False
O75506:O75506,0.23855054727246813,0.778,O75506,O75506,0.33,0.358,0.47,68.65,14.868,0.61,0.22,3300,18.012,9.361,0.123,0.217,0.58,0.566,28.566,0.276,3183.996,0.335,0.059,0.97,0.967,27.562,0.171,1971.169,1.0,0.219,0.278,0.786,3214.257,4.837,0.026,-0.376,0.058,0.219,-0.219,-0.219,70.189,70.131,70.247,0.43,0.438,0.421,0.027,1,1,HINT-binary-HQ-LC,direct physical interaction,True
O75496:O75496,0.610874478950325,0.94,O75496,O75496,0.34,0.34,0.34,59.63,26.869,0.73,0.586,8316,27.788,4.964,0.246,0.642,0.908,0.908,9.519,0.106,9277.162,0.315,0.0,1.195,1.195,10.619,0.08,6945.727,1.0,0.088,0.094,0.94,8214.544,4.948,0.033,-0.075,0.017,0.123,-0.118,-0.118,93.638,93.683,93.594,0.954,0.954,0.954,0.772,1,1,HINT-binary-HQ-LC,direct physical interaction,True
O75525:P09234,0.12192771651242605,0.706,O75525,P09234,0.13,0.168,0.32,60.17,27.653,0.46,0.0,0,30.769,12.0,0.0,0.0,0.0,0.0,0.0,0.0,53.386,0.003,0.0,0.111,0.1,0.049,0.0,0.0,0.0,0.0,0.0,0.0,53.353,0.0,0.0,-0.343,0.014,0.111,-0.124,-0.124,89.085,89.733,88.438,0.196,0.218,0.173,0.014,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
O75503:P61981,0.22949548315138935,0.778,O75503,P61981,0.37,0.4,0.52,78.12,18.976,0.45,0.035,26,28.691,11.575,0.038,0.038,0.112,0.086,0.015,0.003,449.028,0.018,0.0,0.559,0.524,0.254,0.0,9.61,1.0,0.0,0.003,0.028,539.089,1.156,0.0,-0.802,0.017,0.123,-0.131,-0.131,64.732,43.668,85.796,0.254,0.224,0.283,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
O75554:P62304,0.03870893695714373,0.636,O75554,P62304,0.14,0.156,0.22,56.59,28.558,0.34,0.0,0,31.276,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.674,0.001,0.0,0.074,0.054,0.01,0.0,0.0,0.0,0.0,0.0,0.0,7.779,0.0,0.0,-0.294,0.016,0.113,-0.138,-0.138,44.086,40.772,47.399,0.098,0.094,0.102,0.008,-1,0,unclear (exclude for analysis),no physical interaction,False
Q68DK7:Q7Z5A8,0.24987009750729694,0.785,Q68DK7,Q7Z5A8,0.32,0.298,0.21,59.02,29.422,0.68,0.0,0,30.686,12.0,0.0,0.0,0.0,0.0,0.0,0.001,86.94,0.006,0.0,0.303,0.277,0.053,0.0,0.0,0.0,0.0,0.001,0.0,103.753,0.0,0.0,-0.227,0.009,0.088,-0.094,-0.094,64.091,49.797,78.385,0.198,0.15,0.247,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q5XKP0:Q96RI1,0.12608482379876484,0.706,Q5XKP0,Q96RI1,0.25,0.288,0.44,53.7,24.108,0.44,0.029,27,27.348,11.651,0.022,0.025,0.065,0.051,0.024,0.007,807.15,0.031,0.0,0.467,0.454,0.704,0.0,8.544,1.0,0.0,0.009,0.014,1066.12,1.537,0.0,-0.418,0.015,0.11,-0.113,-0.113,51.394,39.675,63.114,0.254,0.251,0.256,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q69YL0:Q6NXT1,0.0704093775800324,0.667,Q69YL0,Q6NXT1,0.16,0.194,0.33,50.4,25.226,0.38,0.0,0,28.803,12.0,0.0,0.0,0.0,0.0,0.0,0.002,90.431,0.007,0.0,0.149,0.142,0.152,0.0,0.0,0.0,0.0,0.002,0.0,138.402,0.0,0.0,-0.404,0.023,0.134,-0.144,-0.144,50.605,48.625,52.584,0.225,0.229,0.221,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q5VVY1:Q5VVY1,0.027464435422150456,0.559,Q5VVY1,Q5VVY1,0.11,0.172,0.42,70.32,21.451,0.21,0.0,0,29.477,12.0,0.0,0.0,0.0,0.0,0.0,0.0,75.397,0.003,0.0,0.169,0.161,0.047,0.0,0.0,0.0,0.0,0.001,0.0,105.449,0.0,0.0,-0.645,0.019,0.126,-0.142,-0.142,39.646,39.235,40.057,0.149,0.15,0.148,0.009,1,1,HINT-binary-HQ-LC,direct physical interaction,True
Q6DKI7:Q70UQ0,0.24823715384566067,0.785,Q6DKI7,Q70UQ0,0.24,0.25,0.29,73.8,27.183,0.55,0.072,585,29.743,11.138,0.047,0.067,0.208,0.201,0.256,0.007,1624.908,0.043,0.0,0.75,0.737,0.712,0.002,346.244,1.0,0.002,0.007,0.215,1643.36,4.523,0.0,-0.312,0.012,0.105,-0.111,-0.111,83.812,81.717,85.907,0.339,0.329,0.349,0.024,0,-1,non-interacting pairs,not found in same PDB complex,False
Q6AZY7:Q9GZQ8,0.14865721069306384,0.714,Q6AZY7,Q9GZQ8,0.16,0.182,0.27,71.91,27.756,0.49,0.0,0,31.074,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.603,0.0,0.0,0.005,0.005,0.01,0.0,0.0,0.0,0.0,0.0,0.0,15.51,0.0,0.0,-0.349,0.011,0.101,-0.106,-0.106,87.359,85.883,88.835,0.119,0.127,0.111,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q6DD88:Q8IWV1,0.23636296993641578,0.778,Q6DD88,Q8IWV1,0.25,0.294,0.47,59.23,24.95,0.52,0.0,0,30.573,12.0,0.0,0.0,0.0,0.0,0.0,0.001,311.606,0.008,0.0,0.36,0.331,0.072,0.0,0.0,0.0,0.0,0.001,0.0,324.112,0.0,0.0,-0.48,0.009,0.089,-0.096,-0.096,67.044,83.248,50.84,0.158,0.171,0.145,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q68CL5:Q8IUH5,0.08336229439312767,0.667,Q68CL5,Q8IUH5,0.15,0.224,0.52,67.72,21.879,0.3,0.0,0,29.963,12.0,0.0,0.0,0.0,0.0,0.0,0.0,61.177,0.0,0.0,0.011,0.01,0.016,0.0,0.0,0.0,0.0,0.0,0.0,68.686,0.0,0.0,-0.65,0.01,0.093,-0.108,-0.108,56.114,27.145,85.084,0.14,0.131,0.148,0.009,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
Q6DKK2:Q8IWF9,0.2319411939915518,0.778,Q6DKK2,Q8IWF9,0.17,0.216,0.4,63.09,26.804,0.48,0.0,0,31.144,12.0,0.0,0.0,0.0,0.0,0.0,0.0,39.373,0.001,0.0,0.038,0.032,0.013,0.0,0.0,0.0,0.0,0.0,0.0,46.122,0.0,0.0,-0.425,0.011,0.098,-0.108,-0.108,76.028,90.048,62.008,0.123,0.125,0.121,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q5U5X8:Q8N8D7,0.04614608452235773,0.636,Q5U5X8,Q8N8D7,0.19,0.216,0.32,48.24,28.655,0.58,0.0,0,30.828,12.0,0.0,0.0,0.0,0.0,0.0,0.0,30.325,0.001,0.0,0.045,0.042,0.017,0.0,0.0,0.0,0.0,0.0,0.0,37.562,0.0,0.0,-0.297,0.011,0.095,-0.111,-0.111,56.909,49.412,64.407,0.191,0.165,0.217,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q6DKI2:Q8IUH5,0.2790396456664032,0.802,Q6DKI2,Q8IUH5,0.21,0.276,0.54,72.79,21.075,0.34,0.0,0,28.084,12.0,0.0,0.0,0.0,0.0,0.0,0.001,566.562,0.004,0.0,0.102,0.096,0.126,0.0,0.0,0.0,0.0,0.001,0.0,562.278,0.0,0.0,-0.641,0.01,0.094,-0.104,-0.104,77.945,78.464,77.427,0.142,0.145,0.14,0.01,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
Q5VTE0:Q92499,0.18464057199526854,0.74,Q5VTE0,Q92499,0.19,0.228,0.38,74.17,23.324,0.25,0.0,0,28.825,12.0,0.0,0.0,0.0,0.0,0.0,0.0,205.247,0.0,0.0,0.006,0.005,0.03,0.0,0.0,0.0,0.0,0.0,0.0,215.08,0.0,0.0,-0.468,0.009,0.087,-0.1,-0.1,61.091,49.322,72.86,0.122,0.124,0.119,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q5VTR2:Q6P1J9,0.2388742943087272,0.778,Q5VTR2,Q6P1J9,0.24,0.24,0.24,68.69,29.558,0.45,0.132,2019,31.101,10.421,0.087,0.117,0.415,0.393,0.195,0.003,3363.5,0.038,0.0,0.951,0.941,0.325,0.001,1533.567,1.0,0.001,0.003,0.419,3254.277,4.299,0.0,-0.223,0.006,0.07,-0.081,-0.081,79.587,82.559,76.614,0.297,0.274,0.321,0.019,1,-1,HINT-binary-HQ-LC,not found in same PDB complex,False
