"ppi","gene1","gene2","co.expression","BP","CC","MF","str_label","non_struct_label","is_preppi","Total"
"Q6NXP2:Q9Y530","GARIN1A","OARD1",0,0.0923520923520923,0.216666666666667,0.53015873015873,-1,0,1,0.2092926264
"Q6P4F2:Q6P4F2","FDX2","FDX2",1,0.647222222222222,0.651785714285714,0.580952380952381,1,1,0,0
"Q6FHJ7:Q8N8H1","SFRP4","ZNF321P",0.134022646873235,0,0,0,-1,0,1,0.52075612
"P26715:P61769","KLRC1","B2M",0.617830975268027,0.127881903450085,0.507723922902494,0.924019607843137,0,-1,1,16.708789746
"P07550:P07550","ADRB2","ADRB2",1,0.206989054716327,0.696164021164021,0.83874883286648,0,1,0,0
"P27348:Q92934","YWHAQ","BAD",0.563396395755089,0.208352690669764,0.564444444444444,0.943486590038314,-1,1,1,2838.95661167906
"P07737:P24855","PFN1","DNASE1",0.0814659542386503,0.103324915824916,0.346666666666667,0.4625,-1,0,1,0.176355
"P27348:Q96RK0","YWHAQ","CIC",0.633901099056587,0.295558608058608,0.6,0.775,1,1,1,63.2087765810111
"P07814:Q13155","EPRS1","AIMP2",0.577549515536503,0.0949695729107494,0.806666666666667,0.991967871485944,1,1,1,402764.965704643
"P27348:Q99459","YWHAQ","CDC5L",0.791031352032855,0.148252063983488,0.433333333333333,0.925231481481482,-1,-1,0,0
"P07900:Q13451","HSP90AA1","FKBP5",-0.242625641668083,0.505102040816326,0.616666666666667,0.920698924731183,1,1,1,194304.726309261
"P27348:Q9NRI5","YWHAQ","DISC1",0.221861942780715,0.174448773448773,0.443364197530864,0.992721979621543,-1,-1,0,0
"P08034:Q9BUT1","GJB1","BDH2",-0.167882858850097,0.130952380952381,0.379166666666667,0.28968253968254,-1,0,1,0.7076344029825
"P27348:Q9UQB8","YWHAQ","BAIAP2",0.202482897127,0.145238095238095,0.541693722943723,0.973979591836735,1,1,1,391.026966046218
"P08133:P25103","ANXA6","TACR1",0.329626020709996,0.14478021978022,0.655442176870748,0.775925925925926,-1,0,1,13.01200613808
"P28062:P28065","PSMB8","PSMB9",0.919435258876962,0.391414141414141,0.860746901500326,0.911027568922306,0,1,1,2413834.5649112
"P08253:P16035","MMP2","TIMP2",0.722571512971636,0.349587912087912,0.663553113553114,0.682043650793651,1,1,1,3998.62629444822
"P28068:Q7Z3E5","HLA-DMB","ARMC9",-0.137342205880385,0.142857142857143,0.258333333333333,1,-1,0,1,3.5210558592
"P08253:P80098","MMP2","CCL7",0.439156063252546,0.221763267596601,0.75,0.55,-1,1,1,4.91977824309025
"P28223:P28335","HTR2A","HTR2C",0.11347111472299,0.355559175124393,0.729166666666667,0.643240740740741,-1,1,1,3711.78709776698
"P08473:P68400","MME","CSNK2A1",0.332076917977459,0.147580365762184,0.386831275720165,0.813259259259259,-1,1,1,1.7596253591194
"P28288:P40855","ABCD3","PEX19",0.274714675545714,0.464327485380117,0.518131868131868,0.969722222222222,-1,1,1,1027.04958987126
"P08476:P19883","INHBA","FST",0.380423655623513,0.232864357864358,0.64,0.802083333333333,1,1,1,584942.170557719
"Q9UK45:Q9Y4Z0","LSM7","LSM4",0.513292024557544,0.432142857142857,0.39733893557423,0.898809523809524,1,1,1,48593152.7562749
"P08514:Q99828","ITGA2B","CIB1",0.0362187787176805,0.145213183281365,0.405168408826945,0.871949891067538,-1,1,1,6.9757374842793
"Q9Y2Q5:Q9Y2Q5","LAMTOR2","LAMTOR2",1,0.424318274318274,0.702926151862322,0.943562610229277,1,1,0,0
"P08559:P11177","PDHA1","PDHB",0.580509505131713,0.776988636363636,0.434615384615385,0.718650793650794,1,1,1,7963607045.18137
"Q9UK41:Q9UK41","VPS28","VPS28",1,0.231235075768744,0.434992784992785,0.983050847457627,1,1,0,0
"P08559:Q15118","PDHA1","PDK1",0.182886413247619,0.217493815708101,0.66875,0.63343253968254,-1,1,1,216.772202073302
"Q9UBZ9:Q9Y253","REV1","POLH",0.470567088945618,0.307265512265512,0.843859649122807,0.5775,1,1,1,557936.948528493
"P08621:P62304","SNRNP70","SNRPE",0.401237988833479,0.64981684981685,0.457198660714286,0.979166666666667,1,1,1,1713.82909748166
"O14964:Q96HW7","HGS","INTS4",0.827132702069934,0.102777777777778,0.285714285714286,1,-1,1,1,17.341869216
"P08621:P62306","SNRNP70","SNRPF",0.247012652058979,0.734981684981685,0.488054187192118,0.977611940298508,1,1,1,4558.25719449466
"O14964:Q99816","HGS","TSG101",0.899655493499589,0.156795900178253,0.274484057609058,0.957407407407407,1,1,1,76802.6744379147
"P08621:P62308","SNRNP70","SNRPG",0.218493595684454,0.687585034013605,0.459054834054834,0.903125,1,1,1,4610.79859589989
"O14964:Q9BUZ4","HGS","TRAF4",0.115985129575596,0.244134199134199,0.469047619047619,0.963396825396825,-1,1,1,2471.99312087
"P08621:P62314","SNRNP70","SNRPD1",0.205502928259617,0.62125850340136,0.413248847926267,0.857407407407407,1,1,1,23673.5870997594
"O14964:Q9H9H4","HGS","VPS37B",0.474535098611374,0.250861259952169,0.409887839433294,1,-1,1,1,151.50804755328
"P08621:P62316","SNRNP70","SNRPD2",0.439922891662195,0.62125850340136,0.43640873015873,0.982142857142857,1,1,1,17897.1566577274
"O14964:Q9Y577","HGS","TRIM17",0.320615184914672,0.271515151515151,0.571428571428571,0.839474678760393,-1,1,1,3.462698176
"P08621:P62318","SNRNP70","SNRPD3",0.606429917314995,0.623299319727891,0.482028701891716,0.885772357723577,1,1,1,30391.9657164876
"O14901:Q8N490","KLF11","PNKD",-0.146881811306429,0.14,0.480357142857143,0.815873015873016,-1,0,1,1.719448236
"P08779:P53365","KRT16","ARFIP2",0.065283838712069,0.233680555555556,0.329761904761905,0.945729166666667,-1,-1,0,0
"O14964:Q96MT8","HGS","CEP63",0.814426541560919,0.164364423455333,0.841379310344827,0.992753623188406,-1,1,1,13.413917088
"P25205:P33991","MCM3","MCM4",0.776619858063626,0.284263763985126,0.670666666666667,0.581505531505532,0,1,1,159697146.504489
"O14901:P51674","KLF11","GPM6A",-0.364274812656621,0.126819291819292,0.244444444444444,0.888888888888889,-1,-1,0,0
"P25685:Q53EZ4","DNAJB1","CEP55",0.0916584931266924,0.162345679012346,0.468055555555556,1,-1,0,1,1.719448236
"O14964:Q96M63","HGS","ODAD1",0.347290028972901,0.156462585034014,0.328571428571429,1,-1,1,1,21.044288496
"P25786:P28074","PSMA1","PSMB5",0.640008166956848,0.583333333333333,0.792102206736353,0.930820105820106,1,1,1,6232067.44617493
"O14964:Q99732","HGS","LITAF",0.267900600724886,0.207738095238095,0.260770975056689,0.956261022927689,-1,1,1,1.727508288
"P25786:P40306","PSMA1","PSMB10",0.4376570727276,0.310897435897436,0.866683673469388,0.887301587301587,0,1,1,1476858.2418383
"O14818:P62191","PSMA7","PSMC1",0.864167465292935,0.684210526315789,0.861654135338346,0.927020202020202,1,1,1,6280921.32211513
"P25786:P49721","PSMA1","PSMB2",0.891790877562391,0.694444444444444,0.801084990958409,1,0,1,1,22026522.9948355
"O14880:P10619","MGST3","CTSA",0.312468347047973,0.1495115995116,0.365079365079365,0.143571428571429,-1,-1,0,0
"P25787:P28065","PSMA2","PSMB9",0.689369448172035,0.38421052631579,0.860746901500326,0.911027568922306,0,1,1,676154.480289997
"Q9Y376:Q9Y376","CAB39","CAB39",1,0.344312169312169,0.382777777777778,0.875457875457876,1,1,0,0
"P25788:P28074","PSMA3","PSMB5",0.548711080601943,0.583333333333333,0.792102206736353,0.930820105820106,1,1,1,56621581.7511737
"Q9Y3B4:Q9Y3B4","SF3B6","SF3B6",1,0.735714285714286,0.609977324263038,0.744444444444444,0,1,0,0
"P26371:Q9HB63","KRTAP5-9","NTN4",-0.0950414153462732,0.232251082251082,0.361111111111111,0.964285714285714,-1,-1,0,0
"Q9UK45:Q9Y4Y9","LSM7","LSM5",0.722830390392275,0.720238095238095,0.397380952380953,0.956896551724138,1,1,1,264015702.22777
"P26378:Q5H9J7","ELAVL4","BEX5",0.868360663637961,0.166666666666667,1,0.97037037037037,-1,0,1,17.6576715580062
"O94906:P55769","PRPF6","SNU13",0.70538840754273,0.65,0.42594246031746,0.5475,1,1,1,426.34306016757
"P26678:Q6N075","PLN","MFSD5",-0.122029432452302,0.133928571428571,1,0.98547215496368,-1,-1,0,0
"Q9UK45:Q9Y333","LSM7","LSM2",0.764459958524196,0.719444444444444,0.36038961038961,0.946428571428571,0,1,1,708022.680644947
"P46781:P63220","RPS9","RPS21",0.907943463048597,0.777777777777778,0.734013605442177,0.727272727272727,1,1,1,90983.3052431005
"P47813:P62826","EIF1AX","RAN",0.435827752132024,0.136198523698524,0.536928104575163,0.910951621477937,1,1,1,9090.78317422767
"P47870:P47870","GABRB2","GABRB2",1,0.325595238095238,0.41531746031746,0.483116883116883,1,1,0,0
"P47893:Q9UQ16","OR3A2","DNM3",0.0118994465005702,0.134347442680776,0.275744047619048,0.145637926887927,-1,0,1,1.305506994
"P48146:Q8ND90","NPBWR2","PNMA1",0.414414305662577,0.15,0.35,1,-1,-1,0,0
"P48163:Q8NHY3","ME1","GAS2L2",0.0958147585367942,0.0940205627705628,0.444444444444444,0.930666666666667,-1,0,1,0.76383048
"P48165:Q69YG0","GJA8","TMEM42",0.415814180677277,0,1,1,-1,-1,0,0
"P48382:Q13077","RFX5","TRAF1",0.850093057616935,0.110137085137085,0.433333333333333,0.985293164885002,-1,0,1,42.7370968324608
"P48729:Q96SW2","CSNK1A1","CRBN",0.573206979626145,0.218434343434343,0.417460317460317,0.952941176470588,1,1,1,313.510794983223
"P49736:Q14566","MCM2","MCM6",0.851104905094336,0.284429756307981,0.658666666666667,0.787945615404632,1,1,0,0
"P49736:Q71DI3","MCM2","H3C15; H3C14; H3C13",0,0,0,0,1,1,1,6851.72091012094
"P49736:Q8WXX5","MCM2","DNAJC9",0.65285625055958,0.545454545454545,0.451515151515152,1,1,1,1,13.052068675296
"P49736:Q9NVP2","MCM2","ASF1B",0.863029691723285,0.309848484848485,0.552380952380952,0.885714285714286,1,1,1,158194.113308518
"P49910:Q9NWS9","ZNF165","ZNF446",0.390493579743877,1,0.466666666666667,0.967436743674368,-1,-1,0,0
"P50213:P50213","IDH3A","IDH3A",1,0.725,0.554292929292929,0.527350427350427,1,1,0,0
"P50222:Q6ZVT0","MEOX2","TTLL10",-0.0240971558316144,0.0909090909090909,0.5,0.887422360248447,-1,-1,0,0
"P50225:P50225","SULT1A1","SULT1A1",1,0.466117216117216,0.944444444444444,0.576388888888889,1,1,0,0
"P50402:Q8IWZ5","EMD","TRIM42",-0.0678512667699097,0.166666666666667,0,0.988281666134015,-1,1,1,1.533865248
"P50539:Q6A162","MXI1","KRT40",-0.120099028988883,0.0651260504201681,0.903921568627451,0.998501872659176,-1,1,1,37.75115784
"P50583:Q8IX18","NUDT2","DHX40",0.68106552259962,0.161904761904762,0.125,0.222943722943723,-1,0,1,0.806132019
"P62269:P84098","RPS18","RPL19",0.945571259561917,1,0.657671957671958,0.538461538461538,0,-1,1,1109.03749131845
"P62273:P62280","RPS29","RPS11",0.811254353351541,0.854166666666667,0.720849420849421,0.437229437229437,0,1,1,279.40932575148
"P62273:P62753","RPS29","RPS6",0.813631055291258,0.352820411911321,0.663095238095238,0.476817042606516,0,-1,1,5535.52126817801
"P62273:P62847","RPS29","RPS24",0.703814089452071,0.488392857142857,0.723376623376623,0.647619047619048,0,-1,1,164.7425481843
"P62273:P62857","RPS29","RPS28",0.872713289789726,0.522077922077922,0.706692406692407,0.467948717948718,0,-1,1,279.40932575148
"P62273:P62888","RPS29","RPL30",0.834146075350258,0.662889194139194,0.586349206349206,0.534722222222222,0,-1,1,1470.575398692
"P62273:P84098","RPS29","RPL19",0.830882274502404,1,0.657671957671958,0.519230769230769,0,-1,1,261.64677504726
"P62277:P62753","RPS13","RPS6",0.968960071773775,0.352820411911321,0.663095238095238,0.68859649122807,0,-1,1,14511.0475541528
"P62277:P62847","RPS13","RPS24",0.929057926033648,0.488392857142857,0.723376623376623,0.647619047619048,0,-1,1,21282.8697460908
"P62277:P62857","RPS13","RPS28",0.897616468063055,0.522077922077922,0.706692406692407,0.653846153846154,1,-1,1,6134.73465717083
"P62277:P62906","RPS13","RPL10A",0.972110494385085,0.82,0.642216117216117,0.7,0,-1,1,52941.7144912406
"P62277:P62979","RPS13","RPS27A",0.962355627982823,0.590277777777778,0.8273681515617,0.776111111111111,0,-1,1,2553.94881031847
"P62277:P83881","RPS13","RPL36A",0.959762860655647,1,0.716149068322981,0.666666666666667,1,-1,1,6121.10822331658
"P62280:P62280","RPS11","RPS11",1,0.854166666666667,0.720849420849421,0.654545454545455,0,0,0,0
"P62280:P62424","RPS11","RPL7A",0.920032850138712,0.78125,0.627551020408163,0.705882352941177,0,-1,1,22830.9151656085
"P62280:P62495","RPS11","ETF1",0.620383917403229,0.12202380952381,0.612962962962963,0.612457482993197,0,-1,1,18.2699034936
"P62280:P62750","RPS11","RPL23A",0.945365956479037,1,0.657904761904762,0.639166666666667,0,-1,1,90935.8980060243
"P62280:P62753","RPS11","RPS6",0.962800858007995,0.352820411911321,0.663095238095238,0.68859649122807,0,-1,1,682986.638215459
"P62280:P62841","RPS11","RPS15",0.957126242925763,0.467097069597069,0.745502645502645,0.542857142857143,1,-1,1,954.160355755855
"P62280:P62979","RPS11","RPS27A",0.96791261315914,0.590277777777778,0.8273681515617,0.776111111111111,0,-1,1,1403.17699375861
"P63279:Q16665","UBE2I","HIF1A",0.366780096606543,0.157652219162522,0.552941176470588,0.81526792750197,-1,1,1,9.3071822229408
"P63279:Q5STR5","UBE2I","SMIM40",0.106607492008829,0,0.5,0,-1,1,0,0
"P63279:Q8N2W9","UBE2I","PIAS4",0.458732799261967,0.351757116524025,0.88581560283688,0.786492272347536,-1,1,1,491.479833768362
"P63279:Q99684","UBE2I","GFI1",0.13363602374051,0.398446379328732,0.441666666666667,0.726554232804233,-1,1,1,34.4223954900149
"P63279:Q9BUZ4","UBE2I","TRAF4",0.0216512383453439,0.169887791946615,0.469047619047619,0.963396825396825,-1,1,1,37.6665867013268
"P63279:Q9BYV2","UBE2I","TRIM54",-0.19578069855593,0.255555555555556,0.479166666666667,0.990030171848354,-1,1,1,8.87499484493165
"P63279:Q9H2X6","UBE2I","HIPK2",-0.257952505483497,0.148165300882692,0.600414078674948,0.392318059299191,-1,1,1,292.740339244319
"P67870:Q8IV63","CSNK2B","VRK3",0.680419464768263,0.352380952380952,0.6,0.395833333333333,-1,-1,0,0
"P68431:Q86UQ0","H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12","ZNF589",0,0,0,0,-1,0,1,1.6809257849202
"P68431:Q8WTS6","H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12","SETD7",0,0,0,0,1,1,1,21.3589671072337
"P68431:Q9NQR1","H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12","KMT5A",0,0,0,0,1,1,1,69.7864229076999
"P68431:Q9NXA8","H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12","SIRT5",0,0,0,0,1,1,1,0.242875426671722
"P68431:Q9ULG1","H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12","INO80",0,0,0,0,1,1,1,50.8756737230755
"P68431:Q9ULM3","H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12","YEATS2",0,0,0,0,1,1,1,0.305988380204141
"P68431:Q9Y294","H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12","ASF1A",0,0,0,0,1,1,1,7228509.71427736
"P68431:Q9Y5B9","H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12","SUPT16H",0,0,0,0,1,1,1,50515.5319783001
"P78382:Q8WWF3","SLC35A1","SSMEM1",-0.00640065599837258,0,1,1,-1,-1,0,0
"P79522:Q8N0Z3","PRR3","SPICE1",0.678704053585903,0,0,1,-1,0,1,5.0922032
"P82251:Q5VTT2","SLC7A9","CFAP95",0,0.111111111111111,0.430555555555556,0,-1,0,1,2.52740004
"P82650:Q16540","MRPS22","MRPL23",0.673213346400171,1,0.529242424242424,0.75,0,-1,1,5.113098
"Q16552:Q96F46","IL17A","IL17RA",0.129759570024243,0.229059975112607,0.428571428571429,0.755102040816326,1,1,1,636.740242690671
"Q16555:Q9NRI5","DPYSL2","DISC1",0.250194318089744,0.174448773448773,0.443364197530864,0.992721979621543,-1,-1,0,0
"Q16613:Q9Y5C1","AANAT","ANGPTL3",-0.0883873458116994,0.144827586206897,0.369444444444444,0.261507936507937,-1,0,1,29.840310752
"Q16659:Q9H6Z9","MAPK6","EGLN3",0.195903221311264,0.200617283950617,0.7,0.868055555555556,-1,1,1,4.64765386064
"Q1W6H9:Q5SSJ5","FAM110C","HP1BP3",0.0878523709524173,0.116328116328116,0.375,0.645833333333333,-1,0,1,0.539693328
"Q1XH10:Q495A1","SKIDA1","TIGIT",-0.233167095742059,0.124198717948718,0,0.241666666666667,-1,0,1,2.018500352
"Q2MKA7:Q68DV7","RSPO1","RNF43",-0.03505467557926,0.186280386280386,0.325,0.639259259259259,1,1,1,297.552018368
"Q2NKJ3:Q86WV5","CTC1","TEN1",0.373465473509333,0.684210526315789,0.592063492063492,0.89,1,1,1,0.458722
"Q2WGJ6:Q8IVD9","KLHL38","NUDCD3",0.00899242266079975,0.0804544039838157,0.583333333333333,1,-1,-1,0,0
"Q3LI66:Q9UBP5","KRTAP6-2","HEY2",0,0.12984984499069,0.371428571428571,0.744058641975309,-1,-1,0,0
"Q3LI72:Q96LX7","KRTAP19-5","CCDC17",0,0,0,1,-1,-1,0,0
"Q3SXY8:Q5TGU0","ARL13B","TSPO2",-0.131081347471641,0.116414141414141,0.290740740740741,0.970614035087719,-1,-1,0,0
"Q3SXY8:Q9H0Q3","ARL13B","FXYD6",0.255591679384311,0.0846153846153846,0.275,0.983193277310924,-1,-1,0,0
"Q496A3:Q70JA7","SPATS1","CHSY3",-0.0333386646069766,0,0,0.14375,-1,0,1,2.3666841
"Q49AM3:Q8N104","TTC31","DEFB106A; DEFB106B",0,0,0,0,-1,0,1,0.4323135504
"Q53G59:Q8N8B7","KLHL12","TCEANC",0.437978557436686,0.0916666666666667,1,1,-1,-1,0,0
"Q53HC5:Q9Y266","KLHL26","NUDC",0.635063518528599,0,0,0.98,-1,-1,0,0
"Q5BKT4:Q5VT66","ALG10","MTARC1",0.00723189154279089,0.169047619047619,0.37037037037037,0.319387755102041,-1,0,1,4.2428001
"Q5DJT8:Q8N4T0","CT45A2","CPA6",0,0,0,0,-1,0,1,0.432280384
"Q5F1R6:Q6NVU6","DNAJC21","UFSP1",0.370127714927304,0.164444444444444,1,0.905820105820106,-1,0,1,2.885104068
"P41250:Q16520","GARS1","BATF",0.352498790346985,0.0653101112853435,0.37,0.888126361655773,-1,-1,0,0
"P41271:Q9UBP9","NBL1","GULP1",0.560641068649299,0.134259259259259,0.5,0,-1,0,1,1.222128768
"P42285:Q13868","MTREX","EXOSC2",0.755014719241733,0.364891518737673,0.458937198067633,0.910135135135135,1,1,1,58153.1051928802
"P42285:Q99547","MTREX","MPHOSPH6",0.572198392709116,1,0.524691358024691,0.9375,1,1,1,0.90727947156
"P42857:Q8TBE3","NSG1","FNDC9",0.731556652503654,0,1,1,-1,-1,0,0
"P43235:Q96PF1","CTSK","TGM7",-0.0329923042705139,0,0,0.924675324675325,-1,0,1,4.459051744
"P43356:Q15078","MAGEA2; MAGEA2B","CDK5R1",0,0,0,0,-1,-1,0,0
"P43699:P55317","NKX2-1","FOXA1",-0.0535070254168467,0.246123035461271,0.794736842105263,0.400564468211527,-1,1,1,86.9468304318912
"P43897:Q9Y5P8","TSFM","PPP2R3B",0.165898071137675,0.155555555555556,0.560714285714286,0.722222222222222,-1,0,1,5.5788282
"P45379:Q99958","TNNT2","FOXC2",-0.0186274538730467,0.121762327697202,0.35,0.507837301587302,-1,0,1,1126.61470849278
"P45973:Q92560","CBX5","BAP1",0.437510366862056,0.119624372043727,0.571428571428571,0.667037037037037,-1,-1,0,0
"P46439:P46439","GSTM5","GSTM5",1,1,0.833333333333333,0.907407407407408,-1,-1,0,0
"P46781:Q9BRS2","RPS9","RIOK1",0.682500539274859,0.280952380952381,0.625,0.286827956989247,1,1,1,4.42814292
"P46782:P62249","RPS5","RPS16",0.94395190423341,0.559487734487734,0.700375939849624,0.5625,1,1,1,9638944.12756796
"P46782:P62263","RPS5","RPS14",0.966333541336694,0.580595238095238,0.681292517006803,0.7375,1,1,1,1717453.45936307
"P46782:P62851","RPS5","RPS25",0.925495801885261,0.783482142857143,0.681318681318681,0.678571428571429,1,1,1,1053027.48699245
"P47710:Q9UHD9","CSN1S1","UBQLN2",-0.0203835305640584,0.0911988011988012,0.358333333333333,0.995038167938931,-1,-1,0,0
"P47813:P62266","EIF1AX","RPS23",0.725375621099645,0.214166666666667,0.691405342624855,0.659090909090909,1,1,1,58898.2804456235
"P47813:P62861","EIF1AX","FAU",0.581672919049143,0.161616161616162,0.769467787114846,0.369047619047619,1,1,0,0
"P47813:Q6QHF9","EIF1AX","PAOX",-0.0068333899919179,0.160606060606061,0.5,0.135714285714286,-1,0,1,0.4530148656
"P62263:Q9BRS2","RPS14","RIOK1",0.724140843678371,0.444444444444444,0.625,0.286827956989247,1,1,1,4.478840914275
"P62263:Q9NRX1","RPS14","PNO1",0.623140264880928,1,0.466666666666667,0.875,1,1,1,45.0638956704156
"P62266:P62266","RPS23","RPS23",1,0.7725,0.691405342624855,0.659090909090909,0,0,0,0
"P62266:P62847","RPS23","RPS24",0.934476164031418,0.488392857142857,0.723376623376623,0.647619047619048,0,-1,1,38509.2383014167
"P62266:P62906","RPS23","RPL10A",0.950800514067249,0.82,0.642216117216117,0.7,0,-1,1,1571.44470298896
"P62266:P62910","RPS23","RPL32",0.963935090400494,1,0.704968944099379,0.791666666666667,0,-1,1,17249.6230348741
"P62266:P62979","RPS23","RPS27A",0.924267947332996,0.590277777777778,0.8273681515617,0.776111111111111,0,-1,1,26480.3470892544
"P62266:P83881","RPS23","RPL36A",0.931013498978238,1,0.716149068322981,0.666666666666667,0,-1,1,867.2432849232
"P62269:P62280","RPS18","RPS11",0.904883973024017,0.854166666666667,0.720849420849421,0.654545454545455,0,-1,1,13549.5468097577
"P62269:P62495","RPS18","ETF1",0.639985208311051,0.118333333333333,0.612962962962963,0.612457482993197,0,1,1,1.705804768965
"P62269:P62753","RPS18","RPS6",0.961475709876746,0.352820411911321,0.663095238095238,0.68859649122807,0,-1,1,5535.52126817801
"P62269:P62847","RPS18","RPS24",0.903811836959853,0.488392857142857,0.723376623376623,0.647619047619048,0,-1,1,10290.3139333588
"P62269:P62857","RPS18","RPS28",0.952490481498753,0.522077922077922,0.706692406692407,0.653846153846154,0,-1,1,152.297181798665
"P62269:P62906","RPS18","RPL10A",0.926965776745299,0.82,0.642216117216117,0.7,0,-1,1,1911.066940696
"P62269:P62913","RPS18","RPL11",0.931243614456706,0.330820641346957,0.608779761904762,0.82711038961039,1,1,1,41876.9851752358
"P62269:P62979","RPS18","RPS27A",0.896454655124365,0.590277777777778,0.8273681515617,0.776111111111111,0,-1,1,6542.48974529842
"P62269:P83881","RPS18","RPL36A",0.973111065088982,1,0.716149068322981,0.666666666666667,0,-1,1,127.113722713188
"P62273:P62906","RPS29","RPL10A",0.783723501105367,0.82,0.642216117216117,0.383333333333333,0,-1,1,1878.82024690146
"P62273:P83881","RPS29","RPL36A",0.875229491607516,1,0.716149068322981,0.666666666666667,0,-1,1,208.67389436678
"P62277:P62495","RPS13","ETF1",0.675504271414756,0.12202380952381,0.612962962962963,0.612457482993197,0,-1,1,71.811733182876
"P62987:P62987","UBA52","UBA52",1,0.702380952380952,0.829672346002621,0.833333333333333,1,1,0,0
"P62987:Q15797","UBA52","SMAD1",0.31360970826964,0.106017131017131,0.51531746031746,0.800287356321839,-1,1,1,7.02876445979382
"P63000:P63000","RAC1","RAC1",1,0.210362477029144,0.763040712468193,0.912616792929293,1,1,0,0
"P63096:P63096","GNAI1","GNAI1",1,0.506275252525253,0.629568106312292,0.521326164874552,1,1,0,0
"P63098:P63098","PPP3R1","PPP3R1",1,0.195603441697192,0.485615079365079,0.868049155145929,1,1,0,0
"P63104:P63104","YWHAZ","YWHAZ",1,0.23215811965812,0.646041666666667,0.990037950664137,1,1,0,0
"P63104:Q16613","YWHAZ","AANAT",0.0620434704201352,0.147201001612766,0.833333333333333,0.703703703703704,-1,1,1,37866.1658059893
"P63104:Q6UUV9","YWHAZ","CRTC1",0.132997265438419,0.170196361945588,0.526666666666667,0.729166666666667,1,1,1,78.3551990789414
"P63104:Q92934","YWHAZ","BAD",0.380025239289089,0.208352690669764,0.564444444444444,0.943486590038314,-1,1,1,66453.6434061628
"P63104:Q99459","YWHAZ","CDC5L",0.543700986013912,0.229059829059829,0.519642857142857,0.925231481481482,-1,-1,0,0
