ppi,pDockQ,PPV,prot1,prot2,ipTM,iptm_ptm,pTM,pLDDT,pAE,ranking_confidence,LIS,LIA,inter_pae,inter_pae_select,LIA_std,LIA_median,LIA_top5_avg,LIA_top10_avg,LIA_percentage,min_pae_inter,top5_pae_inter,interface_residues_a,interface_residues_b,mean_participation,pae_inter_25th,pae_inter_50th,pae_inter_75th,total_pae_below_cutoff,normalized_interchain,normalized_total,cLIS,cLIA,iplddt_mean,iplddt_chain_a,iplddt_chain_b,ipae_mean,ipae_median,ipae_chain_b,ipae_chain_a,pdockq2_mean,non_struct_label,str_label,nonstr_label_name,str_label_name,is_homo
Q5T1J5:Q6P093,0.2006956978610941,0.759,Q5T1J5,Q6P093,0.28,0.368,0.72,79.6,15.761,0.48,0.0,0,28.842,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,152283,0.0,0.4997735507246377,0.0,0,86.073,75.54,96.605,0.194,0.194,0.166,0.221,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
P62280:P83731,0.0,0.0,P62280,P83731,0.04,0.122,0.45,82.69,22.038,0.35,0.0,0,31.601,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,28982,0.0,0.2920836482741245,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
Q5T442:Q6TGC4,0.091511136817186,0.667,Q5T442,Q6TGC4,0.21,0.282,0.57,66.45,22.13,0.39,0.0,0,29.372,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,321298,0.0,0.2502927110850058,0.0,0,68.908,71.454,66.361,0.188,0.188,0.202,0.173,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P62280:P83881,0.0333501893854538,0.636,P62280,P83881,0.58,0.602,0.69,89.24,9.897,0.76,0.257,16180,13.727,8.922,0.18,0.225,0.782,0.772,48.304,0.8,"[0.8, 0.783, 0.775, 0.775, 0.775]",84.81012658227847,76.41509433962264,80.61261046095055,0.0999999999999999,0.2249999999999999,0.3999999999999999,47600,0.4830427513732983,0.6829660238751147,0.753,14,94.046,95.54,92.553,0.916,0.916,0.907,0.925,0.695,-1,0,unclear (exclude for analysis),no physical interaction,False
Q5T4W7:Q5T4W7,0.6902897720169905,0.981,Q5T4W7,Q5T4W7,0.48,0.478,0.47,61.25,23.996,0.76,0.621,20639,24.895,4.549,0.219,0.692,0.923,0.92,21.321,0.925,"[0.925, 0.925, 0.925, 0.925, 0.917]",48.63636363636364,48.18181818181818,48.40909090909091,0.5083333333333333,0.6916666666666668,0.7833333333333333,45417,0.2132128099173553,0.2345919421487603,0.809,302,93.345,93.38,93.31,0.94,0.94,0.94,0.94,0.733,1,1,HINT-binary-HQ-LC,direct physical interaction,True
P62304:P83369,0.5070155329340168,0.9,P62304,P83369,0.75,0.686,0.43,66.33,24.637,0.97,0.444,15167,23.884,6.676,0.211,0.483,0.857,0.849,22.897,0.867,"[0.867, 0.858, 0.858, 0.85, 0.85]",81.52173913043478,32.77777777777778,57.14975845410628,0.2750000000000001,0.4833333333333333,0.6166666666666667,39493,0.2289704106280193,0.1933050747905082,0.687,141,91.893,94.057,89.729,0.872,0.872,0.876,0.867,0.548,1,0,HINT-binary-HQ-LC,no physical interaction,False
Q5T700:Q96F15,0.1286983702855561,0.706,Q5T700,Q96F15,0.11,0.186,0.49,72.65,21.423,0.3,0.0,0,29.595,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,77875,0.0,0.2970695495605469,0.0,0,76.622,69.449,83.795,0.139,0.139,0.134,0.144,0.01,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
P62304:P83876,0.0492978621392566,0.636,P62304,P83876,0.17,0.226,0.45,73.3,19.195,0.26,0.0,0,29.293,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,19774,0.0,0.3611293739498867,0.0,0,76.368,85.793,66.943,0.161,0.161,0.168,0.154,0.011,-1,0,unclear (exclude for analysis),no physical interaction,False
Q5T752:Q6L8H2,0.0,0.0,Q5T752,Q6L8H2,0.05,0.062,0.11,37.48,29.077,0.56,0.0,0,31.434,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,4336,0.0,0.0349948347107438,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
P62304:Q2TAY7,0.1830765005037321,0.74,P62304,Q2TAY7,0.22,0.29,0.57,80.57,18.862,0.3,0.0,0,27.406,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,128546,0.0,0.3511945905334335,0.0,0,69.528,51.142,87.914,0.229,0.229,0.23,0.228,0.013,-1,0,unclear (exclude for analysis),no physical interaction,False
Q5T871:Q9BYQ6,0.0,0.0,Q5T871,Q9BYQ6,0.05,0.064,0.12,36.25,27.677,0.43,0.0,0,31.263,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,3690,0.0,0.0429824459224918,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
P62306:P62306,0.4218337322273549,0.871,P62306,P62306,0.65,0.664,0.72,81.66,9.738,0.78,0.377,10095,12.377,7.473,0.136,0.392,0.725,0.708,68.246,0.767,"[0.767, 0.742, 0.717, 0.7, 0.7]",80.23255813953489,86.04651162790698,83.13953488372093,0.2916666666666667,0.3916666666666666,0.4833333333333333,21672,0.6824634937804218,0.7325581395348837,0.524,110,88.7,93.947,83.454,0.733,0.733,0.717,0.748,0.26,1,1,HINT-binary-HQ-LC,direct physical interaction,True
Q5TA79:Q9BYR7,0.0194925223418337,0.559,Q5TA79,Q9BYR7,0.06,0.076,0.14,40.62,26.424,0.36,0.0,0,30.462,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,2645,0.0,0.0635572856593617,0.0,0,38.524,39.041,38.006,0.139,0.139,0.143,0.134,0.008,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
P62306:P62308,0.5387986411267631,0.91,P62306,P62308,0.84,0.84,0.84,88.12,5.983,0.93,0.701,10893,6.664,3.59,0.188,0.767,0.925,0.925,83.331,0.925,"[0.925, 0.925, 0.925, 0.925, 0.925]",89.53488372093024,93.42105263157896,91.4779681762546,0.65,0.7666666666666666,0.8250000000000001,22284,0.8333078335373317,0.8491083676268861,0.857,128,96.583,96.026,97.141,0.97,0.97,0.977,0.964,0.872,1,1,HINT-binary-HQ-LC,direct physical interaction,False
O75554:O75554,0.4728670862878841,0.886,O75554,O75554,0.15,0.16,0.2,47.36,29.577,0.48,0.0,0,30.687,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,19944,0.0,0.0352676550475328,0.0,0,75.71,75.293,76.127,0.198,0.198,0.198,0.198,0.012,0,0,non-interacting pairs,no physical interaction,True
P62306:P62314,0.4011795722623112,0.871,P62306,P62314,0.54,0.55,0.59,73.63,16.367,0.7,0.127,5192,19.503,10.482,0.102,0.117,0.628,0.595,25.366,0.667,"[0.667, 0.658, 0.617, 0.617, 0.583]",76.74418604651163,63.02521008403361,69.88469806527262,0.0583333333333332,0.1166666666666667,0.1916666666666667,17648,0.2536642564002345,0.4199405116002379,0.266,100,91.652,92.322,90.981,0.607,0.607,0.555,0.66,0.147,1,1,HINT-binary-HQ-LC,direct physical interaction,False
O75554:P62316,0.0477243617022352,0.636,O75554,P62316,0.12,0.14,0.22,53.57,28.34,0.22,0.0,0,30.67,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,16467,0.0,0.0674777491845465,0.0,0,58.779,35.723,81.836,0.103,0.103,0.098,0.109,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
P62306:P83369,0.5464380074366896,0.916,P62306,P83369,0.83,0.758,0.47,67.61,23.781,1.05,0.521,16355,22.06,5.743,0.247,0.592,0.905,0.899,26.413,0.917,"[0.917, 0.908, 0.9, 0.9, 0.9]",82.55813953488372,35.0,58.77906976744186,0.3166666666666667,0.5916666666666667,0.7333333333333334,41306,0.2641311369509044,0.2076554927708178,0.726,151,92.981,94.655,91.307,0.832,0.832,0.833,0.832,0.485,1,1,HINT-binary-HQ-LC,direct physical interaction,False
O75554:P62314,0.2151095759436572,0.759,O75554,P62314,0.1,0.122,0.21,56.81,28.818,0.44,0.0,0,31.105,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,16998,0.0,0.0693725130088766,0.0,0,76.726,81.955,71.498,0.115,0.115,0.108,0.123,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P62306:P83876,0.1193576490357423,0.686,P62306,P83876,0.06,0.148,0.5,72.57,17.966,0.2,0.0,0,28.06,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,20028,0.0,0.3852723915050784,0.0,0,69.946,84.316,55.576,0.143,0.143,0.14,0.147,0.01,1,0,HINT-binary-HQ-LC,no physical interaction,False
O75554:P62318,0.0,0.0,O75554,P62318,0.07,0.1,0.22,57.76,28.986,0.43,0.0,0,31.471,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,17044,0.0,0.0676338470817923,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P62306:Q2TAY7,0.1360453795941198,0.706,P62306,Q2TAY7,0.18,0.258,0.57,81.08,18.372,0.28,0.0,0,28.607,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,132226,0.0,0.368521826862244,0.0,0,84.171,78.422,89.92,0.145,0.145,0.145,0.145,0.011,-1,0,unclear (exclude for analysis),no physical interaction,False
O75521:P34910,0.1642085232831293,0.73,O75521,P34910,0.18,0.222,0.39,55.24,27.17,0.52,0.0,0,30.859,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,81711,0.0,0.1152540890651711,0.0,0,65.304,90.708,39.9,0.175,0.175,0.181,0.169,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P62308:P62318,0.5790186188475143,0.924,P62308,P62318,0.86,0.832,0.72,80.27,12.775,0.95,0.688,11977,12.609,3.738,0.187,0.75,0.925,0.925,62.537,0.925,"[0.925, 0.925, 0.925, 0.925, 0.925]",92.10526315789474,69.04761904761905,80.57644110275689,0.625,0.75,0.8166666666666668,24937,0.6253654970760234,0.6111410646015096,0.852,147,96.769,97.479,96.06,0.97,0.97,0.966,0.975,0.875,1,1,HINT-binary-HQ-LC,direct physical interaction,False
O75558:O75558,0.6643549810123935,0.981,O75558,O75558,0.5,0.496,0.48,60.92,22.309,0.64,0.479,28225,23.37,6.253,0.244,0.5,0.875,0.872,17.133,0.875,"[0.875, 0.875, 0.875, 0.875, 0.875]",47.73519163763066,47.73519163763066,47.73519163763066,0.2750000000000001,0.5,0.7000000000000001,65520,0.1713326615595673,0.1988612220616979,0.81,366,84.085,84.145,84.025,0.809,0.809,0.809,0.809,0.297,1,-1,HINT-binary-HQ-LC,not found in same PDB complex,True
P68871:P68871,0.4597403283570487,0.886,P68871,P68871,0.79,0.796,0.82,81.53,6.779,0.8,0.515,34593,8.096,5.82,0.193,0.55,0.875,0.871,80.043,0.875,"[0.875, 0.875, 0.875, 0.875, 0.875]",87.07482993197279,87.07482993197279,87.07482993197279,0.3999999999999999,0.5499999999999999,0.6666666666666666,73908,0.8004303762321255,0.8550603915035402,0.81,112,92.486,92.506,92.466,0.952,0.952,0.953,0.952,0.741,1,1,HINT-binary-HQ-LC,direct physical interaction,True
P82663:P82664,0.0200319324962104,0.559,P82663,P82664,0.23,0.28,0.48,77.4,18.962,0.45,0.0,0,24.922,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,42604,0.0,0.304584060167577,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
O75554:P83876,0.132368464116174,0.706,O75554,P83876,0.42,0.396,0.3,59.54,27.531,0.68,0.047,20,30.307,11.44,0.084,0.054,0.22,0.154,0.019,0.325,"[0.325, 0.25, 0.208, 0.175, 0.142]",0.5319148936170213,0.0,0.2659574468085106,0.0395833333333333,0.0541666666666666,0.1166666666666667,28177,0.0001872939766257,0.1050111059763569,0.054,6,79.3,70.013,88.586,0.274,0.274,0.234,0.314,0.016,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P82663:P82673,0.0674359674795788,0.636,P82663,P82673,0.1,0.18,0.5,79.77,20.389,0.3,0.0,0,30.07,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,87300,0.0,0.3548549687825182,0.0,0,90.595,89.039,92.152,0.105,0.105,0.104,0.106,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
O75530:O75530,0.4595507309356963,0.886,O75530,O75530,0.16,0.222,0.47,78.89,21.194,0.31,0.0,0,30.297,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,257698,0.0,0.331263722420185,0.0,0,75.413,73.422,77.405,0.127,0.127,0.127,0.127,0.01,1,1,HINT-binary-HQ-LC,direct physical interaction,True
P82663:P82912,0.0,0.0,P82663,P82912,0.05,0.12,0.4,77.01,22.017,0.3,0.0,0,31.505,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,42134,0.0,0.3128243583366125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
O75530:Q8N4S9,0.4451023407568368,0.878,O75530,Q8N4S9,0.31,0.336,0.44,64.2,25.14,0.5,0.0,0,29.307,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,167708,0.0,0.1680439197956715,0.0,0,62.118,89.59,34.646,0.177,0.177,0.195,0.159,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P82663:P82921,0.0479790628276694,0.636,P82663,P82921,0.07,0.154,0.49,82.44,17.872,0.29,0.0,0,29.761,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,28174,0.0,0.416775147928994,0.0,0,89.748,87.701,91.796,0.106,0.106,0.105,0.108,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
O75525:P15880,0.0300221316611623,0.636,O75525,P15880,0.08,0.14,0.38,66.69,25.947,0.21,0.0,0,31.271,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,67722,0.0,0.1658548054104491,0.0,0,57.987,85.493,30.48,0.113,0.113,0.129,0.098,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O75554:P62306,0.3359469687184133,0.834,O75554,P62306,0.27,0.258,0.21,54.96,28.397,0.56,0.0,0,30.123,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,15053,0.0,0.0705243529918854,0.0,0,81.282,80.856,81.709,0.164,0.164,0.125,0.202,0.011,-1,0,unclear (exclude for analysis),no physical interaction,False
O75554:P62308,0.2122315485805971,0.759,O75554,P62308,0.32,0.298,0.21,56.97,28.254,0.45,0.01,9,30.058,11.878,0.011,0.017,0.028,0.02,0.016,0.042,"[0.042, 0.033, 0.025, 0.025, 0.017]",1.5957446808510638,0.0,0.7978723404255319,0.0083333333333333,0.0166666666666666,0.025,14405,0.0001574748040313,0.070507674837497,0.017,2,83.34,76.728,89.953,0.218,0.218,0.144,0.292,0.014,-1,0,unclear (exclude for analysis),no physical interaction,False
O75554:Q2TAY7,0.034919276105279,0.636,O75554,Q2TAY7,0.13,0.188,0.42,70.5,25.742,0.36,0.0,0,31.374,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,128999,0.0,0.1632235509368978,0.0,0,72.47,56.224,88.716,0.157,0.157,0.144,0.169,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
O75530:Q15910,0.7131992305379138,0.981,O75530,Q15910,0.82,0.804,0.74,74.0,17.104,0.93,0.426,283893,17.299,6.892,0.209,0.442,0.903,0.902,43.147,0.908,"[0.908, 0.908, 0.9, 0.9, 0.9]",81.85941043083899,62.46648793565684,72.16294918324792,0.2666666666666666,0.4416666666666666,0.5916666666666667,599891,0.4314666885520964,0.4257659323945381,0.798,482,91.201,91.615,90.787,0.903,0.903,0.896,0.909,0.601,1,1,HINT-binary-HQ-LC,direct physical interaction,False
O75558:Q2MJR0,0.2124039326467219,0.759,O75558,Q2MJR0,0.57,0.556,0.5,58.79,23.502,0.74,0.287,28933,24.538,8.554,0.165,0.283,0.755,0.748,12.294,0.758,"[0.758, 0.758, 0.758, 0.75, 0.75]",58.88501742160279,27.80487804878049,43.34494773519164,0.15,0.2833333333333334,0.4083333333333334,81256,0.122941276451092,0.1672591491717938,0.48,117,72.379,75.118,69.64,0.622,0.622,0.629,0.616,0.069,0,-1,non-interacting pairs,not found in same PDB complex,False
O75506:O75506,0.2385505472724681,0.778,O75506,O75506,0.33,0.358,0.47,68.65,14.868,0.61,0.22,3300,18.012,9.361,0.123,0.217,0.58,0.566,28.566,0.592,"[0.592, 0.592, 0.583, 0.567, 0.567]",64.47368421052632,64.47368421052632,64.47368421052632,0.125,0.2166666666666666,0.3083333333333333,10272,0.2856648199445983,0.4445983379501385,0.299,107,70.189,70.131,70.247,0.43,0.43,0.438,0.421,0.027,1,1,HINT-binary-HQ-LC,direct physical interaction,True
O75496:O75496,0.610874478950325,0.94,O75496,O75496,0.34,0.34,0.34,59.63,26.869,0.73,0.586,8316,27.788,4.964,0.246,0.642,0.908,0.908,9.519,0.908,"[0.908, 0.908, 0.908, 0.908, 0.908]",33.014354066985646,33.014354066985646,33.014354066985646,0.4166666666666667,0.6416666666666667,0.8083333333333332,20584,0.0951901284311256,0.1178086582266889,0.793,198,93.638,93.683,93.594,0.954,0.954,0.954,0.954,0.772,1,1,HINT-binary-HQ-LC,direct physical interaction,True
O75525:P09234,0.121927716512426,0.706,O75525,P09234,0.13,0.168,0.32,60.17,27.653,0.46,0.0,0,30.769,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,23469,0.0,0.0920262719341241,0.0,0,89.085,89.733,88.438,0.196,0.196,0.218,0.173,0.014,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
O75503:P61981,0.2294954831513893,0.778,O75503,P61981,0.37,0.4,0.52,78.12,18.976,0.45,0.035,26,28.691,11.575,0.038,0.038,0.112,0.086,0.015,0.158,"[0.158, 0.133, 0.1, 0.092, 0.075]",1.675977653631285,1.6194331983805668,1.6477054260059258,0.0187499999999999,0.0375,0.0645833333333333,140203,0.0001470155836518,0.383042141930196,0.036,7,64.732,43.668,85.796,0.254,0.254,0.224,0.283,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
O75554:P62304,0.0387089369571437,0.636,O75554,P62304,0.14,0.156,0.22,56.59,28.558,0.34,0.0,0,31.276,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,15896,0.0,0.07257652129447,0.0,0,44.086,40.772,47.399,0.098,0.098,0.094,0.102,0.008,-1,0,unclear (exclude for analysis),no physical interaction,False
Q68DK7:Q7Z5A8,0.2498700975072969,0.785,Q68DK7,Q7Z5A8,0.32,0.298,0.21,59.02,29.422,0.68,0.0,0,30.686,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,24890,0.0,0.0446050153312939,0.0,0,64.091,49.797,78.385,0.198,0.198,0.15,0.247,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q5XKP0:Q96RI1,0.1260848237987648,0.706,Q5XKP0,Q96RI1,0.25,0.288,0.44,53.7,24.108,0.44,0.029,27,27.348,11.651,0.022,0.025,0.065,0.051,0.024,0.108,"[0.108, 0.067, 0.058, 0.05, 0.042]",1.694915254237288,4.320987654320987,3.0079514542791377,0.0124999999999999,0.025,0.0375,51797,0.0002354048964218,0.1419811631068812,0.045,6,51.394,39.675,63.114,0.254,0.254,0.251,0.256,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q69YL0:Q6NXT1,0.0704093775800324,0.667,Q69YL0,Q6NXT1,0.16,0.194,0.33,50.4,25.226,0.38,0.0,0,28.803,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,20860,0.0,0.131029327705228,0.0,0,50.605,48.625,52.584,0.225,0.225,0.229,0.221,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q5VVY1:Q5VVY1,0.0274644354221504,0.559,Q5VVY1,Q5VVY1,0.11,0.172,0.42,70.32,21.451,0.21,0.0,0,29.477,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,88516,0.0,0.2763051105644969,0.0,0,39.646,39.235,40.057,0.149,0.149,0.15,0.148,0.009,1,1,HINT-binary-HQ-LC,direct physical interaction,True
Q6DKI7:Q70UQ0,0.2482371538456606,0.785,Q6DKI7,Q70UQ0,0.24,0.25,0.29,73.8,27.183,0.55,0.072,585,29.743,11.138,0.047,0.067,0.208,0.201,0.256,0.233,"[0.233, 0.208, 0.2, 0.2, 0.2]",7.668711656441718,11.714285714285715,9.691498685363715,0.0333333333333333,0.0666666666666667,0.0999999999999999,39554,0.0025635407537248,0.0865559679282938,0.105,37,83.812,81.717,85.907,0.339,0.339,0.329,0.349,0.024,0,-1,non-interacting pairs,not found in same PDB complex,False
Q6AZY7:Q9GZQ8,0.1486572106930638,0.714,Q6AZY7,Q9GZQ8,0.16,0.182,0.27,71.91,27.756,0.49,0.0,0,31.074,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,53350,0.0,0.0998388729716427,0.0,0,87.359,85.883,88.835,0.119,0.119,0.127,0.111,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q6DD88:Q8IWV1,0.2363629699364157,0.778,Q6DD88,Q8IWV1,0.25,0.294,0.47,59.23,24.95,0.52,0.0,0,30.573,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,143126,0.0,0.1623257243504464,0.0,0,67.044,83.248,50.84,0.158,0.158,0.171,0.145,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q68CL5:Q8IUH5,0.0833622943931276,0.667,Q68CL5,Q8IUH5,0.15,0.224,0.52,67.72,21.879,0.3,0.0,0,29.963,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,210003,0.0,0.2417651365838383,0.0,0,56.114,27.145,85.084,0.14,0.14,0.131,0.148,0.009,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
Q6DKK2:Q8IWF9,0.2319411939915518,0.778,Q6DKK2,Q8IWF9,0.17,0.216,0.4,63.09,26.804,0.48,0.0,0,31.144,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,92778,0.0,0.1475362129859473,0.0,0,76.028,90.048,62.008,0.123,0.123,0.125,0.121,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q5U5X8:Q8N8D7,0.0461460845223577,0.636,Q5U5X8,Q8N8D7,0.19,0.216,0.32,48.24,28.655,0.58,0.0,0,30.828,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,30859,0.0,0.073264308489296,0.0,0,56.909,49.412,64.407,0.191,0.191,0.165,0.217,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q6DKI2:Q8IUH5,0.2790396456664032,0.802,Q6DKI2,Q8IUH5,0.21,0.276,0.54,72.79,21.075,0.34,0.0,0,28.084,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,247080,0.0,0.2531183923683391,0.0,0,77.945,78.464,77.427,0.142,0.142,0.145,0.14,0.01,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
Q5VTE0:Q92499,0.1846405719952685,0.74,Q5VTE0,Q92499,0.19,0.228,0.38,74.17,23.324,0.25,0.0,0,28.825,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,227940,0.0,0.1577653439497675,0.0,0,61.091,49.322,72.86,0.122,0.122,0.124,0.119,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q5VTR2:Q6P1J9,0.2388742943087271,0.778,Q5VTR2,Q6P1J9,0.24,0.24,0.24,68.69,29.558,0.45,0.132,2019,31.101,10.421,0.087,0.117,0.415,0.393,0.195,0.442,"[0.442, 0.433, 0.417, 0.4, 0.383]",5.641025641025641,15.819209039548024,10.730117340286832,0.0583333333333332,0.1166666666666667,0.1916666666666667,105022,0.0019498768651311,0.0463052614685128,0.225,38,79.587,82.559,76.614,0.297,0.297,0.274,0.321,0.019,1,-1,HINT-binary-HQ-LC,not found in same PDB complex,False
