,ppi,co-expression,BP,CC,MF,SM,PrP,"max(SM,PrP)",PR,OR,PP,GO,EP,Total,label
233,Q9NZ63:Q9UNP9,0.6075758689407342,0.3809941520467836,0.6574646074646076,0.6701058201058201,0.41,0.0,0.41,0.5125,0.0,2.416,0.0,3.9008,1.9802879296,0
237,Q6B0B8:Q96A56,0.2012993481709363,0.0,0.3615384615384615,0.9583333333333331,0.0,0.0,0.0,0.0,0.0,2.013,0.0,1.5818,3.1841634,0
238,P06899:Q9NX76,0.3392924625359361,0.1309523809523809,0.6642857142857144,1.0,0.68,0.0,0.68,0.0,0.0,2.416,0.0,1.1757,1.931534016,0
239,P19883:Q7Z5A4,-0.0657135927690713,0.4444444444444445,0.5833333333333333,0.1428571428571428,16.01,3.52956,16.01,0.0,0.0,2.013,0.31,1.1757,11.74608985671,0
240,Q9H875:Q9Y314,0.552362746515635,0.1342592592592592,0.4428571428571429,0.6157407407407408,0.0,0.0,0.0,0.0,0.0,2.013,5.86,5.6875,67.09077375,0
242,Q13324:Q969E3,0.06961474923629,0.2186507936507936,0.5555555555555556,0.4066666666666666,0.28,3.84,3.84,0.5125,158.1204,2.416,24.11,3.9008,70706.7413871862,1
243,O94832:Q9Y3C7,0.0550501691838011,0.1081349206349206,0.2583333333333333,0.7851851851851851,0.0,0.0,0.0,0.0,0.0,2.013,0.0,1.1757,2.3666841,0
246,Q9HB90:Q9Y2Q5,0.4210779883296407,0.4078266178266178,0.7029261518623224,0.9435626102292768,80.27,0.0,80.27,1.7951,0.0,2.013,0.0,5.6875,1649.70805318069,1
248,P39019:P62269,0.9612739821212366,1.0,0.6919501133786847,0.62,80.27,0.0,80.27,3.8142,0.0,1.1933,24.11,45.2798,398848.603430401,1
249,O60671:P31751,0.6079535946048416,0.111972417171997,0.4761363636363637,0.5270833333333333,0.94,4.96,4.96,0.0,0.6153,2.416,0.0,3.9008,28.7620081803264,0
252,Q9UBZ9:Q9Y253,0.4705670889456177,0.3072655122655122,0.8438596491228069,0.5775,2.49,14.2424,14.2424,0.9127,30.1977,2.013,181.01,3.9008,557936.948528493,1
253,A0PJE2:Q8IUQ4,0.4980022175830879,0.0,0.0,0.2405102040816326,0.24,5.22,5.22,0.5125,0.0,1.5978,0.0,1.5818,6.76142695701,0
257,P19429:P45379,0.9700159757083294,0.3729166666666666,0.6978395061728395,0.6,0.0,0.0,0.0,0.5125,15.4815,0.0,181.01,18.4426,26486.9299030722,1
258,P04908:Q99496,0.3357049796454705,0.2219877344877345,0.2248999208676627,0.9554391932211482,7.06,0.0,7.06,0.9127,5.2693,2.416,0.0,1.5818,129.758010439034,1
259,Q6AI08:Q9NQ50,0.3529527754014736,0.0,0.0,0.34375,0.23,0.0,0.23,0.0,0.0,2.013,0.0,2.7714,1.283130486,0
260,P01210:Q96LB2,0.2398538607551506,0.645,0.6666666666666666,0.1833333333333333,0.17,0.0,0.17,0.0,0.0,2.013,0.0,1.5818,0.541307778,1
261,Q08E93:Q8N6M3,0.0023389044375273,0.0,0.0,0.6845238095238094,0.0,0.0,0.0,0.0,0.0,0.9594,0.0,0.4364,0.41868216,0
264,P06733:P60842,0.6683820877110973,0.1382936507936507,0.667063492063492,0.6450680272108844,0.22,0.0,0.22,0.0,0.6153,1.1933,0.0,45.2798,7.31414787393444,0
266,O95198:Q9H7Y0,-0.0648803550140572,0.0,0.5,0.0,0.15,3.66,3.66,0.0,0.0,2.013,0.0,0.7962,5.866067196,0
267,O60271:P62330,0.0859961312585258,0.1816797968113757,0.3172619047619047,0.6935185185185184,7.68,3.51,7.68,2.0764,3.3154,0.993,0.0,2.1077,110.653770603075,1
268,P46779:P57737,0.449794104532133,0.1209096459096459,0.4928571428571428,0.875,1.22,5.22,5.22,0.0,0.6153,2.013,0.0,1.5818,10.2271061629044,0
270,P0DI81:Q9UNA4,0.4784948723432665,0.0991161616161616,0.8333333333333334,0.8404761904761904,0.62,0.0,0.62,0.0,0.0,1.5978,0.0,3.9008,3.8642729088,0
271,P49642:Q9BVW5,0.8877297370889045,0.1185504201680672,0.5142857142857143,0.925,0.19,0.0,0.19,0.0,0.0,1.5978,24.11,45.2798,331.419248393196,0
272,Q969W1:Q9NRX2,0.6633682990784894,0.2,0.2322344322344322,0.8125,0.15,0.0,0.15,0.0,0.0,2.013,0.0,9.4687,2.859073965,0
273,Q96DF8:Q9P013,0.8065645947834206,1.0,0.4203869047619047,0.7857142857142857,0.0,0.0,0.0,0.0,3.1392,2.013,0.0,5.6875,35.9405046,0
276,Q5QNW6:Q8IXJ9,0.2388064157383304,0.0,0.4999999999999999,0.3856516290726817,0.54,5.22,5.22,0.0,0.0,2.416,0.0,1.1757,14.827364064,0
277,O60341:Q13351,-0.1632655852255846,0.4830149893965683,0.5800000000000001,0.7569380440348182,0.54,0.0,0.54,0.0,0.6153,2.013,0.0,1.1757,0.7863591924342,0
278,P29377:Q9H2A2,-0.0331608466235985,0.0,0.3333333333333333,0.1428571428571428,0.24,0.0,0.24,0.0,0.0,1.5978,0.0,1.5818,0.6065760096,0
279,O75593:P26651,-0.1841929660482679,0.1301419929909461,0.3515238095238095,0.7418898809523811,0.17,0.0,0.17,0.0,0.6153,2.013,0.0,1.1757,0.2475575235441,0
280,P02760:Q86SJ2,-0.1351279091066276,0.2367724867724867,0.7222222222222223,1.0,0.89,2.59,2.59,0.0,0.0,2.416,0.0,1.1757,7.356872208,0
282,O15205:Q13111,0.0,0.1636363636363636,0.3261904761904762,0.9696969696969696,1.22,5.22,5.22,0.9127,0.0,1.5978,0.0,0.8888,6.76589130160416,0
285,P57054:Q99697,0.3282780576030293,0.0676302527881475,0.2766233766233766,0.7796072101156847,6.9,0.0,6.9,0.9127,0.0,2.013,0.0,1.5818,20.052682952742,0
286,P62068:Q4KMZ1,0.3243806611691865,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7962,0.7962,0
287,P08621:P62304,0.4012379888334786,0.6498168498168497,0.4571986607142857,0.9791666666666666,0.94,0.0,0.94,1.2535,5.2693,2.013,24.11,5.6875,1713.82909748166,1
288,Q9H2Z4:Q9UHQ4,0.3729027214956833,0.3185714285714285,0.4166666666666667,1.0,6.9,0.0,6.9,0.0,0.0,2.416,0.0,0.7749,12.91789296,0
289,O15212:Q9NQP4,0.8146906756621205,0.82,0.5595238095238095,0.9333333333333332,35.64,0.0,35.64,1.7951,15.4815,2.013,10.8,9.4687,203890.629457094,1
290,O95563:P14678,-0.1774407265849714,0.0887457912457912,0.2147670737222975,0.9495370370370372,0.54,0.0,0.54,1.2535,0.6153,1.5978,0.0,9.4687,6.30112052813146,0
291,P62308:Q9H5V9,0.5414484185876545,0.1114996114996115,0.5990196078431372,0.75,0.8,0.0,0.8,0.0,0.0,1.5978,0.0,5.6875,7.26999,0
292,P30511:P43629,0.4641731838289185,0.5714285714285714,1.0,0.7992424242424242,80.27,9.47493,80.27,0.5125,5.5574,2.416,2.07,1.1757,1344.2578554404,1
293,Q2WGJ6:Q8IXM3,0.2110455564256045,0.1417748917748917,0.1796875,0.5,0.41,0.0,0.41,0.0,0.0,2.013,0.0,1.5818,1.305506994,0
294,O00548:Q9BPX1,-0.0780062267131788,0.1428571428571428,0.5,0.9547413793103448,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,2.1077,3.36768306,0
295,P40426:Q9Y2W6,-0.1023330611929646,0.146938775510204,0.1585714285714285,0.1918367346938775,0.54,0.0,0.54,0.0,0.0,2.013,0.0,1.5818,1.719448236,0
296,P11908:Q8WUA2,0.5457405633538053,0.0714285714285714,0.5333333333333333,0.4583333333333333,0.26,0.0,0.26,0.0,0.6153,2.013,0.0,9.4687,3.0492595651518,0
297,P01116:Q9H0L4,0.4955266804920144,0.125,0.4416666666666667,0.908,0.54,3.66,3.66,0.5125,0.6153,2.416,0.0,5.6875,15.859161065475,0
298,Q969E3:Q9UKI3,-0.0218354261006003,0.3333333333333333,0.4833333333333333,0.0,0.54,0.0,0.54,0.0,0.0,2.416,0.0,2.1077,2.749789728,0
299,O43513:Q92805,0.8077243947424323,0.0,0.3161111111111111,1.0,0.81,0.0,0.81,0.5125,0.0,2.013,0.0,2.1077,1.7612923915125,0
300,P16104:Q70YC5,0.1760692579089809,0.1494732741581481,0.7777777777777777,0.7833333333333333,2.89,0.0,2.89,0.5125,0.0,2.416,0.0,1.5818,5.6603099564,0
301,P05198:Q92570,0.3231763625025785,0.1276879601879602,0.4204081632653061,0.7958520515124291,0.0,5.22,5.22,0.0,0.0,1.5978,0.0,1.1757,9.8059446612,0
302,P51668:Q14318,0.360659342745901,0.1350555970365659,0.4481481481481481,0.9335858585858586,0.41,0.0,0.41,2.3254,0.0,1.1933,0.0,2.1077,2.39794910375174,0
303,Q3SYB3:Q9NV70,-0.0976515918317086,0.1420238095238095,0.3833333333333333,0.9693877551020408,0.19,5.22,5.22,0.0,0.0,1.5978,0.0,0.8888,7.4130506208,0
304,A6NN73:O43660,-0.0496293549758216,0.0859788359788359,0.2393467643467643,0.0,0.74,0.0,0.74,1.0145,0.0,0.9594,0.0,0.4364,0.3143172579768,0
305,Q8N5X7:Q9H0R8,0.4923714541221981,0.1519047619047619,0.4974358974358975,0.9638694638694636,0.24,0.0,0.24,3.7695,0.0,1.5978,0.0,2.7714,4.0060523368656,0
306,Q0ZGT2:Q9P278,0.4356084271713082,0.1337920016491445,0.4309523809523809,0.9272727272727272,0.28,0.0,0.28,0.0,0.0,2.416,0.0,2.1077,1.425816896,0
307,P09884:Q9HAW4,0.5851090298842934,0.1717929292929292,0.7333333333333331,0.7866666666666666,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,45.2798,72.34806444,0
308,O43172:P62306,0.880926844028594,0.7349816849816849,0.4880541871921182,0.9776119402985076,0.41,0.0,0.41,1.2535,13.3811,0.0,24.11,18.4426,3057.8724676515,1
309,Q16548:Q6P1L6,-0.0455071091138683,0.1,0.2,0.875352733686067,0.0,0.0,0.0,0.0,0.0,2.013,0.0,0.7962,1.6027506,0
310,P01920:P78346,0.484997189850321,0.0916666666666666,0.2434240362811791,0.75,0.15,0.0,0.15,0.0,0.0,1.5978,0.0,1.1757,0.281780019,0
311,Q8IYD1:Q9P086,0.2102942646040643,0.0938057040998217,0.2599206349206349,0.8944444444444444,0.94,0.0,0.94,0.0,0.0,2.013,0.0,2.1077,3.988232094,0
313,O95169:Q9HCR9,-0.132037258870909,0.0896915584415584,0.2,0.084042624042624,0.15,0.0,0.15,0.0,0.0,2.416,0.0,1.1757,0.42607368,0
315,P59998:Q9UL16,0.0088136287214995,0.0924603174603174,0.3458333333333334,0.78125,0.19,0.0,0.19,0.0,0.0,0.993,0.0,1.1757,0.221819319,0
318,P47893:Q9UQ16,0.0118994465005702,0.134347442680776,0.2757440476190476,0.1456379268879268,0.41,0.0,0.41,0.0,0.0,2.013,0.0,1.5818,1.305506994,0
321,P43629:Q96N64,-0.1132187152450511,0.1079545454545454,0.1666666666666666,0.7962962962962963,0.19,5.22,5.22,0.0,0.0,0.9878,0.0,0.8888,4.5829336608,0
322,O75530:Q8N4S9,-0.0401443883121451,0.1181397306397306,0.2906249999999999,1.0,1.55,7.37,7.37,0.0,0.0,2.013,0.0,1.5818,23.467284258,0
327,Q15370:Q96LW9,0.5221179365105256,0.125,0.2,0.3355555555555555,10.86,0.0,10.86,0.0,0.0,1.1933,0.0,1.1757,15.2361761166,0
328,P01730:P10114,-0.0174831769725417,0.1876204813704813,0.3788888888888889,0.5202777777777777,1.05,0.0,1.05,0.0,0.0,1.5978,0.0,2.1077,3.536067213,0
329,Q9NW64:Q9NZ63,0.7312403418469551,0.540625,0.6047619047619047,0.7222222222222222,0.41,0.0,0.41,0.9127,0.0,2.416,0.0,9.4687,8.5605012312944,0
331,P62805:Q96HA7,0.6304888168434779,0.1564983164983165,0.4137254901960784,0.7500000000000001,18.4,0.0,18.4,0.9127,0.6153,0.993,0.0,1.1757,12.063645186196,1
333,Q96JP9:Q9Y5S9,0.1435878061862193,0.10368722186904,0.2537001287001286,0.1629979035639412,0.94,0.0,0.94,0.0,0.0,1.5978,0.0,1.1757,1.7658214524,0
334,Q5VZ19:Q9HCU8,-0.0143975433860668,0.0,0.4802631578947368,0.4692307692307692,0.17,0.0,0.17,0.0,0.0,0.993,0.0,0.8888,0.150038328,0
335,P20042:Q8IXL9,0.0612946188460425,0.0,0.0,1.0,0.68,0.0,0.68,0.0,0.0,2.013,0.0,1.1757,1.609345188,0
336,P16860:Q9NW08,-0.1171779749723417,0.1085874222097132,0.3777777777777777,0.1363155363155363,1.52,0.0,1.52,0.5125,0.0,0.0,0.0,1.1757,0.9158703,0
337,P05161:P60763,-0.1206098605724475,0.1442111222111222,0.3346153846153845,0.5726220538720538,11.35,0.0,11.35,0.9127,0.6153,1.5978,0.31,1.5818,4.99397666829061,0
338,Q13616:Q7L945,0.6689080659437121,0.1,1.0,0.6464285714285715,0.87,0.0,0.87,0.0,0.6153,0.993,0.0,2.1077,1.1203770697371,0
339,A6ND01:Q68DV7,-0.1339673222034025,0.154040404040404,0.8583333333333332,0.6392592592592591,0.0,0.0,0.0,0.0,0.0,2.416,0.0,1.1757,2.8404912,0
340,O75448:P19957,0.0162808170452035,0.0723557692307692,0.4393939393939394,0.1726190476190476,0.0,0.0,0.0,0.0,0.0,1.1933,0.0,0.8888,1.06060504,0
341,A4D2B0:Q8NCP5,0.4584913632090864,0.0,1.0,0.8807692307692307,0.28,0.0,0.28,0.0,0.0,1.5978,0.0,1.5818,0.7076720112,0
344,P62280:P62851,0.9700707861055656,0.7834821428571428,0.6813186813186813,0.6785714285714286,0.54,0.0,0.54,2.0764,0.0,2.013,24.11,38.174,2077.36798587537,1
346,Q15393:Q6ZS82,-0.1323111198264669,0.1253968253968254,0.3611111111111111,0.0,0.54,0.0,0.54,0.0,0.0,1.1933,0.0,1.1757,0.7575999174,0
347,P05000:Q8N5C6,-0.0914978531484186,0.1339285714285714,0.0,0.225,0.54,0.0,0.54,0.0,0.0,1.1933,0.0,0.5954,0.3836650428,0
348,P63272:Q6P9B9,0.7105270418365175,0.2888157894736842,0.509375,1.0,0.0,0.0,0.0,0.0,0.0,1.1933,0.0,1.5818,1.88756194,0
349,Q92624:Q9C0B1,0.6785020036842173,0.10380291005291,0.5280701754385965,0.6071428571428571,0.17,5.22,5.22,0.0,0.0,2.013,0.0,9.4687,99.495773982,0
350,P39023:Q9H2X6,-0.375394037747189,0.119319840787232,0.4699792960662525,0.3923180592991914,0.0,3.51,3.51,0.0,0.6153,2.013,0.0,1.5818,6.8768472474702,0
351,P53673:P62380,0.9232156267331244,0.0954040404040404,0.0,0.7817460317460317,0.94,0.0,0.94,0.0,0.0,2.013,0.0,0.7749,1.466281278,0
352,P50222:Q7Z698,0.6298247658097569,0.1061367644700978,0.3333333333333333,0.9504310344827588,0.24,2.59,2.59,0.0,0.0,2.416,0.0,1.5818,9.898018592,0
353,A6NNE9:O43543,0.3461253322249829,0.0819232238349885,0.1894688644688645,0.133985963531418,0.0,0.0,0.0,0.0,0.0,2.013,0.0,1.5818,3.1841634,0
354,P10747:P62993,0.6174335428109091,0.2207808605535878,0.9351473922902496,0.9809264069264068,0.15,20.6262,20.6262,20.9141,5.2693,2.013,2.07,1.5818,14982.24937648,1
356,P02766:Q12767,-0.1790174720262892,0.0939393939393939,0.25,0.1,0.0,0.0,0.0,0.0,0.0,2.416,0.0,1.5818,3.8216288,0
357,P53365:P62330,0.2947876622010074,0.1469924081766186,0.3718253968253968,0.6935185185185184,18.4,0.0,18.4,2.409,0.6153,1.1933,181.01,1.5818,9318.48516818751,1
358,P31946:Q92934,0.4873091832362559,0.2083526906697638,0.5644444444444443,0.9460408684546616,0.22,296.581,296.581,1.7092,95.437,0.0,105.17,3.9008,19847168.0194036,1
359,P14621:Q969H6,-0.3781046407682591,0.10625,0.1395622895622895,0.8968750000000001,3.82,0.0,3.82,0.0,0.0,2.013,0.0,5.6875,43.73494125,0
365,Q5SQN1:Q9NQP4,0.548308515834129,0.1428571428571428,0.3222222222222222,0.9333333333333332,0.45,0.0,0.45,0.0,0.0,2.013,0.0,2.1077,1.909260045,0
366,Q9BYD1:Q9GZT3,0.5708173578699045,0.1105555555555555,0.535515873015873,0.9166666666666666,0.22,0.0,0.22,0.0,0.0,1.5978,0.0,45.2798,15.9165741768,0
369,P28067:P55081,0.3285409631076207,0.0833333333333333,0.338095238095238,0.9869565217391304,0.15,0.0,0.15,0.0,0.0,1.5978,0.0,1.5818,0.379110006,0
371,P57075:Q99828,0.4839866450807283,0.1094817745385927,0.424390243902439,0.8719498910675381,0.83,0.0,0.83,0.0,0.0,2.416,0.0,2.1077,4.226528656,0
372,P55317:Q5TD94,-0.1015848955639418,0.1516754850088183,0.3151515151515152,0.0,0.15,0.0,0.15,0.0,0.0,2.013,0.0,1.5818,0.47762451,0
374,O00311:Q9Y394,-0.1232916949681354,0.1111111111111111,0.3333333333333333,0.2878787878787878,0.0,2.59,2.59,0.0,0.0,2.013,0.0,1.1757,6.129711819,0
375,Q8N122:Q9H944,0.6357054658300515,0.1745614035087719,0.4611111111111112,0.9311111111111112,1.22,0.0,1.22,0.0,0.0,2.013,0.0,1.5818,3.884679348,0
376,P60409:Q99459,0.1787865055036352,0.0,0.3446428571428571,0.9252314814814816,0.0,0.0,0.0,0.0,0.0,1.1933,0.0,0.5954,0.71049082,0
378,Q8TAE8:Q9NY28,-0.0121801674943582,0.1833333333333333,0.3125,0.2375,0.0,0.0,0.0,0.0,0.0,2.013,0.0,2.1077,4.2428001,0
379,Q9H875:Q9ULR0,0.6347256617905737,0.5370879120879122,0.7703809523809524,0.9791666666666666,0.0,0.0,0.0,0.0,0.0,2.013,0.0,5.6875,11.4489375,0
380,Q969H6:Q9NZN5,0.2452957929394866,0.0799783549783549,0.4743589743589744,0.6766917293233083,2.31,5.43,5.43,0.0,0.0,2.013,0.0,0.6915,7.558502985,0
381,Q13620:Q8NH05,0.1458845745925176,0.1428571428571428,0.3333333333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.6153,1.1933,0.0,0.8888,0.652590281112,0
383,P54619:Q9NSB2,0.1472293085600099,0.1491269841269841,0.8584656084656084,0.25,0.54,0.0,0.54,0.0,0.0,2.013,0.0,0.6688,0.726998976,0
384,O60831:P80188,-0.1954574759244935,0.0937179487179487,0.4268707482993198,0.9357142857142856,0.0,0.0,0.0,0.0,0.0,2.013,0.0,1.1757,2.3666841,0
386,P48595:Q92558,-0.1092297989099737,0.0664841694253459,0.3316666666666666,0.1203388047138047,0.0,0.0,0.0,0.0,0.0,2.416,0.0,0.8888,2.1473408,0
387,O43566:Q9NSC2,0.027545296856626,0.1391814204314204,0.5452380952380953,0.5253968253968255,2.34,0.0,2.34,0.9127,0.0,2.416,0.0,1.1757,6.0664881846816,0
388,P09693:Q8N6H7,0.2675979801257937,0.5416666666666666,0.6606060606060605,0.1714285714285714,0.15,0.0,0.15,0.0,0.0,2.416,0.0,1.1757,0.42607368,0
392,O00244:Q7L5N1,0.486245558852915,0.0811965811965812,0.4812499999999999,0.9601190476190476,2.49,0.0,2.49,3.124,0.0,1.5978,0.0,9.4687,117.685551260614,0
393,Q08AG5:Q53GS7,0.6436172888822295,0.0569078947368421,0.1865914786967418,0.9759562841530056,0.83,0.0,0.83,0.0,0.0,2.013,0.0,1.5818,2.642855622,0
394,P04921:Q8NEB9,0.1089143194524743,0.0,0.3828643578643578,0.8773699294532628,0.41,0.0,0.41,0.9127,0.0,2.013,0.0,1.1757,0.8856297570087,0
395,P01911:Q5T2E6,0.4450188026509874,0.25,0.4666666666666666,1.0,0.0,2.59,2.59,0.0,0.0,0.9878,0.0,1.1757,3.0079132314,0
397,O00522:P18124,0.7497208517034311,0.1066757316757316,0.413860544217687,0.4966666666666667,2.32,0.0,2.32,0.0,0.0,2.416,0.0,3.9008,21.864452096,0
398,Q92585:Q9UJ70,0.6417374590620275,0.1384589266942208,0.3333333333333333,0.8679653679653679,0.19,0.0,0.19,0.0,0.0,2.013,0.0,1.1757,0.449669979,0
399,Q71SY5:Q99732,0.1990075768473777,0.2615854733501792,0.3950113378684807,0.9562610229276894,0.8,0.0,0.8,0.0,0.0,2.013,0.0,1.1757,1.89334728,0
400,Q15431:Q9UHA4,-0.0231432706324558,0.1471320346320346,0.1577507598784194,0.2374444444444444,0.94,0.0,0.94,0.0,0.0,1.5978,0.0,0.6688,1.0044921216,0
402,Q9GZT3:Q9NVS2,0.4611977904506943,0.1180555555555555,0.2378246753246753,0.2499999999999999,0.57,0.0,0.57,0.5125,0.0,0.0,0.0,18.4426,5.387544525,0
404,P27348:Q96RK0,0.6339010990565866,0.295558608058608,0.6,0.7749999999999999,0.41,157.377,157.377,0.5125,0.6153,2.013,0.4,1.5818,63.2087765810111,1
407,Q13155:Q92804,0.5619572775531144,0.1263888888888888,0.4639999999999999,0.5583333333333333,0.41,0.0,0.41,0.0,0.0,2.416,0.0,2.1077,2.087803312,0
411,P20248:Q13415,0.9274367730017016,0.1529411764705882,0.7385057471264366,0.8131587301587301,0.83,6.7087,6.7087,0.5125,0.6153,2.416,0.4,38.174,78.0447595217454,1
413,P07766:Q6PII3,0.2211456764144117,0.0,0.3999999999999999,1.0,0.15,0.0,0.15,0.0,0.0,2.013,0.0,1.1757,0.355002615,0
414,Q9H467:Q9UJ72,-0.176061255766188,0.0,0.3208333333333333,0.7407407407407408,0.24,3.51,3.51,0.0,0.0,2.416,0.0,1.1757,9.970124112,0
415,O76021:P27635,0.8400604254553046,0.2144886363636363,0.3976190476190476,0.5069444444444444,0.62,0.0,0.62,0.0,0.0,1.5978,0.0,18.4426,18.2699034936,0
416,P01780:P47813,-0.156985142138962,0.1703703703703703,0.4022222222222222,0.3976190476190476,0.15,0.0,0.15,0.9127,0.0,0.9594,0.0,0.4364,0.0573196811148,0
418,P56179:Q9Y6M9,0.2129505055877769,0.1144179894179894,0.183673469387755,0.234375,0.71,0.0,0.71,0.5125,0.0,2.416,0.0,1.1757,1.0335837354,0
419,Q2NKJ3:Q9P126,-0.1029401024695953,0.1904761904761904,0.3611111111111111,0.7375,0.0,0.0,0.0,0.0,0.0,2.416,0.0,1.1757,2.8404912,0
420,P40937:Q9HAK2,0.0820274537573764,0.0958994708994708,0.6,0.4864197530864197,0.63,0.0,0.63,0.0,0.0,1.5978,0.0,0.7126,0.7173131364,0
421,Q16661:Q9H270,-0.136526209420412,0.10318774792459,0.156641604010025,0.931687242798354,0.54,0.0,0.54,0.0,0.0,1.5978,0.0,1.1757,1.0144080684,0
422,Q15797:Q9H4D5,0.0824937488834253,0.0969696969696969,0.4416666666666666,0.9558823529411764,0.94,0.0,0.94,0.0,0.0,2.013,0.0,2.1077,3.988232094,0
424,Q96NB2:Q99436,0.0925008942471786,0.0833333333333333,0.2032360166288737,0.953042328042328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9008,3.9008,0
425,Q16559:Q6ZRY4,-0.2095915104659002,0.1111590790162218,0.3685714285714285,0.97,0.0,0.0,0.0,0.0,0.0,2.416,0.0,1.5818,3.8216288,0
426,Q5T447:Q96D46,0.4468788724923857,0.0646217888864947,0.3999999999999999,0.2199999999999999,0.62,0.0,0.62,0.0,0.0,1.5978,0.0,1.1757,1.1646907452,0
427,D6R9N7:Q9UK41,0.0,0.1242628898878898,0.2221513605442177,0.1245762711864406,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,0.4364,0.69727992,0
429,P62266:Q5T4F4,0.2931857778907038,0.1141386391386391,0.4924369747899159,0.982608695652174,0.24,0.0,0.24,0.0,0.0,0.993,0.0,1.1757,0.280192824,0
430,P18621:P55287,0.6103644863466423,0.1269650284356166,0.3444444444444444,0.5555555555555556,0.41,0.0,0.41,0.0,0.0,2.416,0.0,1.5818,1.566867808,0
431,P07202:P53803,0.0698044744929272,0.1129807692307692,0.4710743801652892,0.1435185185185185,0.26,0.0,0.26,0.0,0.0,1.1933,0.0,0.7126,0.2210898508,0
432,P34998:Q96FC9,0.0810908379349508,0.1368095238095238,0.3409090909090909,0.3996119929453262,0.22,0.0,0.22,0.0,0.0,2.416,0.0,1.5818,0.840758336,0
433,P32238:Q96GJ1,0.0058674773848268,0.0916666666666666,0.2,0.1515151515151515,0.24,0.0,0.24,0.0,0.0,2.013,0.0,1.1757,0.568004184,0
435,P40227:Q8NCT1,0.0431673252951921,0.1333864548150262,0.4130952380952381,0.375,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,1.1757,1.87853346,0
436,P12755:Q13291,-0.1101467442863395,0.140023088023088,0.2395833333333333,0.8386363636363636,0.68,3.84,3.84,0.5125,0.0,2.013,0.0,0.6915,2.739435336,0
437,Q9BZE1:Q9NQ25,0.5726617139538058,0.133531746031746,0.2083333333333333,0.2,0.15,0.0,0.15,0.0,0.0,2.013,0.0,0.8888,0.26837316,0
438,P58062:Q15796,0.0504186434918598,0.098964650373101,0.4386178861788618,0.8221471471471472,0.68,0.0,0.68,4.0064,0.0,1.5978,0.0,1.1757,5.11778638881792,0
439,P29401:Q71UI9,0.0069611533117429,0.1269841269841269,0.3027210884353741,0.3333333333333333,0.28,0.0,0.28,0.0,0.6153,2.013,0.0,3.9008,1.3528274449536,0
440,P62249:Q9UBT7,0.3832057073298071,0.1272727272727273,0.5666666666666667,0.9416666666666668,0.0,0.0,0.0,0.5125,0.0,1.5978,0.0,1.5818,1.2952925205,0
443,P48169:Q96HA7,-0.2443897139702645,0.0914430014430014,0.3549019607843137,0.1494047619047619,7.68,5.22,7.68,0.0,0.0,2.416,0.0,1.5818,29.350109184,0
444,Q9H8S9:Q9HA77,0.7459049473398475,0.0714285714285714,0.4666666666666666,0.3311688311688311,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,2.1077,3.36768306,0
445,A1KZ92:Q4G0W2,-0.0418409522705383,0.1442307692307692,0.0,0.1428571428571428,0.54,0.0,0.54,0.0,0.0,2.013,0.0,1.1757,1.278009414,0
450,P49770:Q9BPX1,0.2925326788245136,0.2,1.0,0.9547413793103448,0.0,0.0,0.0,0.0,0.6153,1.1933,0.0,1.1757,0.863243016993,0
451,O43660:Q9Y314,0.2592790028887887,0.0911495911495911,0.4428571428571429,0.6157407407407408,2.49,0.0,2.49,0.0,0.0,2.013,0.0,9.4687,47.460627819,1
452,O75155:O95298,0.2171220458036794,0.1139929398332759,0.2178787878787878,0.7083333333333334,0.54,0.0,0.54,0.0,0.0,2.013,0.0,1.1757,1.278009414,0
454,P57060:Q71F23,0.2263860420630354,0.0,0.0,1.0,0.19,0.0,0.19,0.0,0.0,2.013,0.0,2.1077,0.806132019,0
455,P29084:Q8NG80,-0.0397982754698694,0.0773809523809523,0.3333333333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,0.8888,1.42012464,0
458,P47874:P50222,-0.0527183273186269,0.1241208791208791,0.5133333333333333,0.4839414040906578,0.0,0.0,0.0,0.0,0.0,0.993,0.0,1.5818,1.5707274,0
459,Q6AZY7:Q9GZQ8,0.2243152975839455,0.1616732804232804,0.2521494708994709,0.9673202614379084,0.62,0.0,0.62,0.0,0.0,2.013,0.0,1.1757,1.467344142,0
460,Q96K17:Q9NW64,0.6979364278188518,0.0,0.0,0.6520833333333333,1.55,0.0,1.55,0.9127,0.0,2.013,0.0,18.4426,52.520115266553,0
461,Q14119:Q9Y4E5,0.6505846222426797,0.2068713450292397,0.7222222222222223,0.4888888888888889,80.27,0.0,80.27,0.5125,0.0,0.0,0.0,3.9008,160.4725732,0
464,P35249:Q9P2N7,0.1382291591607976,0.0994505494505494,0.359375,0.8055555555555556,1.52,0.0,1.52,0.0,0.0,2.013,0.0,1.5818,4.839928368,0
